PName_original,PName,iso3,first,last,iso3Birth,Start_year,End_year,Start_month,End_month,Position,Sex,Birth_year,Education,BA_or_MA,MBA,PhD,CountryBirth,CityBirth,name
Federico Sturzenegger,Federico Sturzenegger,ARG,federico,sturzenegger,ARG,,,,,President / Governor,0.0,,,,,,,,Federico Sturzenegger
Demian Reidel,Demian Reidel,ARG,demian,reidel,ARG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Demian Reidel
Guido Sandleris,Guido Sandleris,ARG,guido,sandleris,ARG,,,,,President / Governor,0.0,,,,,,,,Guido Sandleris
Lucas Llach,Lucas Llach,ARG,lucas,llach,ARG,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Lucas Llach
Santiago Bausili,Santiago Bausili,ARG,santiago,bausili,ARG,,,,,President / Governor,0.0,,,,,,,,Santiago Bausili
Egidio Iannella,Egidio Iannella,ARG,egidio,iannella,ARG,,,,,Board member,0.0,,,,,,,,Egidio Iannella
Carlos Bringnone,Carlos Bringnone,ARG,carlos,bringnone,ARG,,,,,President / Governor,0.0,,,,,,,,Carlos Bringnone
Cassino,Alfredo Cassino,ARG,alfredo,cassino,ARG,,,,,President / Governor,0.0,,,,,,,,Alfredo Cassino
Gomez,* Gomez,ARG,*,gomez,ARG,,,,,President / Governor,0.0,,,,,,,,* Gomez
Conception,* Conception,ARG,*,conception,ARG,,,,,President / Governor,0.0,,,,,,,,* Conception
Grigor Jaghetyan,Grigor Jaghetyan,ARM,grigor,jaghetyan,ARM,,,,,President / Governor,0.0,,,,,,,,Grigor Jaghetyan
Andrey Papovyan,Andrey Papovyan,ARM,andrey,papovyan,ARM,,,,,President / Governor,0.0,,,,,,,,Andrey Papovyan
Isahak Isahakyan,Isahak Isahakyan,ARM,isahak,isahakyan,ARM,,,,,President / Governor,0.0,,,,,,,,Isahak Isahakyan
Ashot Avetisyan,Ashot Avetisyan,ARM,ashot,avetisyan,ARM,,,,,Board member,0.0,,,,,,,,Ashot Avetisyan
Bagrat Asatryan,Bagrat Asatryan,ARM,bagrat,asatryan,ARM,,,,,President / Governor,0.0,,,,,,,,Bagrat Asatryan
Armenak Darbinyan,Armenak Darbinyan,ARM,armenak,darbinyan,ARM,,,,,Board member,0.0,,,,,,,,Armenak Darbinyan
Grigor Ghonjeyan,Grigor Ghonjeyan,ARM,grigor,ghonjeyan,ARM,,,,,Board member,0.0,,,,,,,,Grigor Ghonjeyan
Tigran Sargsyan,Tigran Sargsyan,ARM,tigran,sargsyan,ARM,,,,,President / Governor,0.0,,,,,,,,Tigran Sargsyan
Andranik Norekyan,Andranik Norekyan,ARM,andranik,norekyan,ARM,,,,,President / Governor,0.0,,,,,,,,Andranik Norekyan
Arthur Javadyan,Arthur Javadyan,ARM,arthur,javadyan,ARM,,,,,Board member,0.0,,,,,,,,Arthur Javadyan
Arthur Javadyan,Arthur Javadyan,ARM,arthur,javadyan,ARM,,,,,President / Governor,0.0,,,,,,,,Arthur Javadyan
Karine Minasyan,Karine Minasyan,ARM,karine,minasyan,ARM,,,,,President / Governor,1.0,,,,,,,,Karine Minasyan
Vache Gabrielyan,Vache Gabrielyan,ARM,vache,gabrielyan,ARM,,,,,Board member,0.0,,,,,,,,Vache Gabrielyan
Vache Gabrielyan,Vache Gabrielyan,ARM,vache,gabrielyan,ARM,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Vache Gabrielyan
Nerses Yeritsyan,Nerses Yeritsyan,ARM,nerses,yeritsyan,ARM,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Nerses Yeritsyan
Arkadi Khachatryan,Arkadi Khachatryan,ARM,arkadi,khachatryan,ARM,,,,,Board member,0.0,,,,,,,,Arkadi Khachatryan
Martin Galstyan,Martin Galstyan,ARM,martin,galstyan,ARM,,,,,President / Governor,0.0,,,,,,,,Martin Galstyan
Armen Nurbekyan,Armen Nurbekyan,ARM,armen,nurbekyan,ARM,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Armen Nurbekyan
Grigory Smirnov,Grigory Smirnov,ARM,grigory,smirnov,ARM,,,,,President / Governor,0.0,,,,,,,,Grigory Smirnov
Anton Krizhijanovsky,Anton Krizhijanovsky,ARM,anton,krizhijanovsky,ARM,,,,,President / Governor,0.0,,,,,,,,Anton Krizhijanovsky
Nikolai Sannikov,Nikolai Sannikov,ARM,nikolai,sannikov,ARM,,,,,President / Governor,0.0,,,,,,,,Nikolai Sannikov
Constantine Sibani,Constantine Sibani,ARM,constantine,sibani,ARM,,,,,President / Governor,0.0,,,,,,,,Constantine Sibani
Vladislav Moravski,Vladislav Moravski,ARM,vladislav,moravski,ARM,,,,,President / Governor,0.0,,,,,,,,Vladislav Moravski
Martin Sahakyan,Martin Sahakyan,ARM,martin,sahakyan,ARM,,,,,President / Governor,0.0,,,,,,,,Martin Sahakyan
Garsan Varshamyan,Garsan Varshamyan,ARM,garsan,varshamyan,ARM,,,,,President / Governor,0.0,,,,,,,,Garsan Varshamyan
Hovhannes Davtyan,Hovhannes Davtyan,ARM,hovhannes,davtyan,ARM,,,,,President / Governor,0.0,,,,,,,,Hovhannes Davtyan
Vardan Mamikonyan,Vardan Mamikonyan,ARM,vardan,mamikonyan,ARM,,,,,President / Governor,0.0,,,,,,,,Vardan Mamikonyan
Arkady Minasyan,Arkady Minasyan,ARM,arkady,minasyan,ARM,,,,,President / Governor,0.0,,,,,,,,Arkady Minasyan
Sergey Baturi,Sergey Baturi,ARM,sergey,baturi,ARM,,,,,President / Governor,0.0,,,,,,,,Sergey Baturi
Riza Velibekov,Riza Velibekov,ARM,riza,velibekov,ARM,,,,,President / Governor,0.0,,,,,,,,Riza Velibekov
Tigran Sargsyan,Artashes Sargsyan,ARM,artashes,sargsyan,ARM,,,,,President / Governor,0.0,,,,,,,,Artashes Sargsyan
Stepan Safaryan,Stepan Safaryan,ARM,stepan,safaryan,ARM,,,,,President / Governor,0.0,,,,,,,,Stepan Safaryan
Vladimir Aghasyan,Vladimir Aghasyan,ARM,vladimir,aghasyan,ARM,,,,,President / Governor,0.0,,,,,,,,Vladimir Aghasyan
Ruben L. Valesyan,Ruben Valesyan,ARM,ruben,valesyan,ARM,,,,,Board member,0.0,,,,,,,,Ruben Valesyan
Vardan Movsesyan,Vardan Movsesyan,ARM,vardan,movsesyan,ARM,,,,,Board member,0.0,,,,,,,,Vardan Movsesyan
Amalya Saribekyan,Amalya Saribekyan,ARM,amalya,saribekyan,ARM,,,,,Board member,1.0,,,,,,,,Amalya Saribekyan
Vakhtang Abrahamyan,Vakhtang Abrahamyan,ARM,vakhtang,abrahamyan,ARM,,,,,Board member,0.0,,,,,,,,Vakhtang Abrahamyan
Oleg Aghasyan,Oleg Aghasyan,ARM,oleg,aghasyan,ARM,,,,,Board member,0.0,,,,,,,,Oleg Aghasyan
Arthur Stepanyan,Arthur Stepanyan,ARM,arthur,stepanyan,ARM,,,,,Board member,0.0,,,,,,,,Arthur Stepanyan
Herbert Coombs,Herbert Coombs,AUS,herbert,coombs,AUS,,,,,President / Governor,0.0,,,,,,,,Herbert Coombs
JG Phillips,John Phillips,AUS,john,phillips,AUS,,,,,President / Governor,0.0,,,,,,,,John Phillips
HM Knight,Harold Knight,AUS,harold,knight,AUS,,,,,President / Governor,0.0,,,,,,,,Harold Knight
RA Johnston,Bob Johnston,AUS,bob,johnston,AUS,,,,,President / Governor,0.0,,,,,,,,Bob Johnston
JG Phillips,Mervyn Phillips,AUS,mervyn,phillips,AUS,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Mervyn Phillips
Frank Lowy,Frank Lowy,AUS,frank,lowy,AUS,,,,,Board member,0.0,,,,,,,,Frank Lowy
Alan Jackson,Alan Jackson,AUS,alan,jackson,AUS,,,,,Board member,0.0,,,,,,,,Alan Jackson
Hugh Morgan,Hugh Morgan,AUS,hugh,morgan,AUS,,,,,Board member,0.0,,,,,,,,Hugh Morgan
Graham Kraehe,Graham Kraehe,AUS,graham,kraehe,AUS,,,,,President / Governor,0.0,,,,,,,,Graham Kraehe
BW Fraser,Bernie Fraser,AUS,bernie,fraser,AUS,,,,,President / Governor,0.0,,,,,,,,Bernie Fraser
Richard Warburton,Richard Warburton,AUS,richard,warburton,AUS,,,,,Board member,0.0,,,,,,,,Richard Warburton
Roger Corbett,Roger Corbett,AUS,roger,corbett,AUS,,,,,Board member,0.0,,,,,,,,Roger Corbett
Robert Gerard,Robert Gerard,AUS,robert,gerard,AUS,,,,,Board member,0.0,,,,,,,,Robert Gerard
IJ Macfarlane,Stephen Grenville,AUS,stephen,grenville,AUS,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Stephen Grenville
Jillian Broadbent,Jillian Broadbent,AUS,jillian,broadbent,AUS,,,,,President / Governor,1.0,,,,,,,,Jillian Broadbent
John Akehurst,John Akehurst,AUS,john,akehurst,AUS,,,,,Board member,0.0,,,,,,,,John Akehurst
John Edwards,John Edwards,AUS,john,edwards,AUS,,,,,Board member,0.0,,,,,,,,John Edwards
Allan Moss,Allan Moss,AUS,allan,moss,AUS,,,,,Board member,0.0,,,,,,,,Allan Moss
Donald McGauchie,Donald Mcgauchie,AUS,donald,mcgauchie,AUS,,,,,President / Governor,0.0,,,,,,,,Donald Mcgauchie
Ric Battellino,Ric Battellino,AUS,ric,battellino,AUS,,,,,President / Governor,0.0,,,,,,,,Ric Battellino
Heather Ridout,Heather Ridout,AUS,heather,ridout,AUS,,,,,Board member,1.0,,,,,,,,Heather Ridout
Carol Louise Schwartz AO,Carol Ao,AUS,carol,ao,AUS,,,,,Board member,1.0,,,,,,,,Carol Ao
Carolyn Hewson,Carolyn Hewson,AUS,carolyn,hewson,AUS,,,,,Board member,1.0,,,,,,,,Carolyn Hewson
David Clarke,David Clarke,AUS,david,clarke,AUS,,,,,Board member,0.0,,,,,,,,David Clarke
Warwick McKibbin,Warwick Mckibbin,AUS,warwick,mckibbin,AUS,,,,,President / Governor,0.0,,,,,,,,Warwick Mckibbin
Ian Harper,Ian Harper,AUS,ian,harper,AUS,,,,,Board member,0.0,,,,,,,,Ian Harper
Glenn Stevens,Glenn Stevens,AUS,glenn,stevens,AUS,,,,,President / Governor,0.0,,,,,,,,Glenn Stevens
Iain Ross,Iain Ross,AUS,iain,ross,AUS,,,,,Board member,0.0,,,,,,,,Iain Ross
Warwick Hunt,Warwick Hunt,AUS,warwick,hunt,AUS,,,,,Board member,0.0,,,,,,,,Warwick Hunt
Catherine Tanna,Catherine Tanna,AUS,catherine,tanna,AUS,,,,,Board member,1.0,,,,,,,,Catherine Tanna
Elana Rubin,Elana Rubin,AUS,elana,rubin,AUS,,,,,Board member,1.0,,,,,,,,Elana Rubin
Kathryn Fagg,Kathryn Fagg,AUS,kathryn,fagg,AUS,,,,,Board member,1.0,,,,,,,,Kathryn Fagg
Philip Lowe,Philip Lowe,AUS,philip,lowe,AUS,,,,,President / Governor,0.0,,,,,,,,Philip Lowe
Alison Watkins,Alison Watkins,AUS,alison,watkins,AUS,,,,,Board member,1.0,,,,,,,,Alison Watkins
Michele Bullock,Michele Bullock,AUS,michele,bullock,AUS,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Michele Bullock
Michele Bullock,Michele Bullock,AUS,michele,bullock,AUS,,,,,President / Governor,1.0,,,,,,,,Michele Bullock
Brad Banducci,Brad Banducci,AUS,brad,banducci,AUS,,,,,Board member,0.0,,,,,,,,Brad Banducci
Guy Debelle,Guy Debelle,AUS,guy,debelle,AUS,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Guy Debelle
Guy Debelle,Guy Debelle,AUS,guy,debelle,AUS,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Guy Debelle
Andrew Hauser,Andrew Hauser,AUS,andrew,hauser,AUS,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Andrew Hauser
Andrew Charlton,Andrew Charlton,AUS,andrew,charlton,AUS,,,,,Board member,0.0,,,,,,,,Andrew Charlton
A.P. Payan,A Payan,AUS,a,payan,AUS,,,,,Board member,0.0,,,,,,,,A Payan
Bruce Preston,Bruce Preston,AUS,bruce,preston,AUS,,,,,Board member,0.0,,,,,,,,Bruce Preston
Richard Reisch,Richard Reisch,AUT,richard,reisch,AUT,,,,,President / Governor,0.0,,,,,,,,Richard Reisch
Viktor Kienböck,Viktor Kienbock,AUT,viktor,kienbock,AUT,,,,,President / Governor,0.0,,,,,,,,Viktor Kienbock
Hans Rizzi,Hans Rizzi,AUT,hans,rizzi,AUT,,,,,President / Governor,0.0,,,,,,,,Hans Rizzi
Eugen Margarétha,Eugen Margaretha,AUT,eugen,margaretha,AUT,,,,,President / Governor,0.0,,,,,,,,Eugen Margaretha
Eugen Kaniak,Eugen Kaniak,AUT,eugen,kaniak,AUT,,,,,President / Governor,0.0,,,,,,,,Eugen Kaniak
Dr. Hans Kloss,Hans Kloss,AUT,hans,kloss,AUT,,,,,President / Governor,0.0,,,,,,,,Hans Kloss
Reinhard Kamitz,Reinhard Kamitz,AUT,reinhard,kamitz,AUT,,,,,President / Governor,0.0,,,,,,,,Reinhard Kamitz
Dr. Wolfgang Schmitz,Wolfgang Schmitz,AUT,wolfgang,schmitz,AUT,,,,,President / Governor,0.0,,,,,,,,Wolfgang Schmitz
Dr. Helmuth Klauhs,Hellmuth Klauhs,AUT,hellmuth,klauhs,AUT,,,,,President / Governor,0.0,,,,,,,,Hellmuth Klauhs
Dr. Maria Schaumayer,Maria Schaumayer,AUT,maria,schaumayer,AUT,,,,,President / Governor,1.0,,,,,,,,Maria Schaumayer
Adolf Wala,Adolf Wala,AUT,adolf,wala,AUT,,,,,President / Governor,0.0,,,,,,,,Adolf Wala
Adolf Wala,Adolf Wala,AUT,adolf,wala,AUT,,,,,President / Governor,0.0,,,,,,,,Adolf Wala
Herbert Schimetschek,Herbert Schimetschek,AUT,herbert,schimetschek,AUT,,,,,President / Governor,0.0,,,,,,,,Herbert Schimetschek
Dr. Klaus Liebscher,Klaus Liebscher,AUT,klaus,liebscher,AUT,,,,,President / Governor,0.0,,,,,,,,Klaus Liebscher
Claus Raidl,Claus Raidl,AUT,claus,raidl,AUT,,,,,President / Governor,0.0,,,,,,,,Claus Raidl
Ewald Nowotny,Ewald Nowotny,AUT,ewald,nowotny,AUT,,,,,President / Governor,0.0,,,,,,,,Ewald Nowotny
Robert Holzmann,Robert Holzmann,AUT,robert,holzmann,AUT,,,,,President / Governor,0.0,,,,,,,,Robert Holzmann
Gertrude Tumpel-Gugerell,Gertrude Tumpelgugerell,AUT,gertrude,tumpelgugerell,AUT,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Gertrude Tumpelgugerell
Gertrude Tumpel-Gugerell,Gertrude Tumpelgugerell,AUT,gertrude,tumpelgugerell,AUT,,,,,Board member,1.0,,,,,,,,Gertrude Tumpelgugerell
Johannes Hahn,Johannes Hahn,AUT,johannes,hahn,AUT,,,,,Board member,0.0,,,,,,,,Johannes Hahn
Ingrid Reischl,Ingrid Reischl,AUT,ingrid,reischl,AUT,,,,,Board member,1.0,,,,,,,,Ingrid Reischl
Gottfried Haber,Gottfried Haber,AUT,gottfried,haber,AUT,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Gottfried Haber
Harald Mahrer,Harald Mahrer,AUT,harald,mahrer,AUT,,,,,Board member,0.0,,,,,,,,Harald Mahrer
Martin Kocher,Martin Kocher,AUT,martin,kocher,AUT,,,,,President / Governor,0.0,,,,,,,,Martin Kocher
Bettina Dorfer‑Pauschenwein,Bettina Dorferpauschenwein,AUT,bettina,dorferpauschenwein,AUT,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Bettina Dorferpauschenwein
Stephan Koren,Stephan Koren,AUT,stephan,koren,AUT,,,,,President / Governor,0.0,,,,,,,,Stephan Koren
Qalib Ağayev,Qalib Agayev,AZE,qalib,agayev,AZE,,,,,President / Governor,0.0,,,,,,,,Qalib Agayev
Qalib Ağayev,Qalib Agayev,AZE,qalib,agayev,AZE,,,,,President / Governor,0.0,,,,,,,,Qalib Agayev
Elman Rustamov,Elman Rustamov,AZE,elman,rustamov,AZE,,,,,President / Governor,0.0,,,,,,,,Elman Rustamov
Alim Guliyev,Alim Guliyev,AZE,alim,guliyev,AZE,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Alim Guliyev
Taleh Kazimov,Taleh Kazimov,AZE,taleh,kazimov,AZE,,,,,President / Governor,0.0,,,,,,,,Taleh Kazimov
Cavanşir Abdullayev,Cavansir Abdullayev,AZE,cavansir,abdullayev,AZE,,,,,President / Governor,0.0,,,,,,,,Cavansir Abdullayev
Greogiore Bayiyezako,Greogiore Bayiyezako,BDI,greogiore,bayiyezako,BDI,,,,,President / Governor,0.0,,,,,,,,Greogiore Bayiyezako
Salvator Toyi,Salvator Toyi,BDI,salvator,toyi,BDI,,,,,President / Governor,0.0,,,,,,,,Salvator Toyi
Grégoire Banyiyezako,Gregoire Banyiyezako,BDI,gregoire,banyiyezako,BDI,,,,,President / Governor,0.0,,,,,,,,Gregoire Banyiyezako
Gaspard Sindayigaya,Gaspard Sindayigaya,BDI,gaspard,sindayigaya,BDI,,,,,President / Governor,0.0,,,,,,,,Gaspard Sindayigaya
Bonaventure Kidwingira,Bonaventure Kidwingira,BDI,bonaventure,kidwingira,BDI,,,,,President / Governor,0.0,,,,,,,,Bonaventure Kidwingira
Elisee Ntahonikora,Elisee Ntahonikora,BDI,elisee,ntahonikora,BDI,,,,,President / Governor,0.0,,,,,,,,Elisee Ntahonikora
Aloys Ntahonkiriye,Aloys Ntahonkiriye,BDI,aloys,ntahonkiriye,BDI,,,,,President / Governor,0.0,,,,,,,,Aloys Ntahonkiriye
Isaac Budabuda,Isaac Budabuda,BDI,isaac,budabuda,BDI,,,,,President / Governor,0.0,,,,,,,,Isaac Budabuda
Mathias Sinamenye,Mathias Sinamenye,BDI,mathias,sinamenye,BDI,,,,,President / Governor,0.0,,,,,,,,Mathias Sinamenye
Gabriel Ntisezerana,Gabriel Ntisezerana,BDI,gabriel,ntisezerana,BDI,,,,,President / Governor,0.0,,,,,,,,Gabriel Ntisezerana
Isaac Bizimana,Isaac Bizimana,BDI,isaac,bizimana,BDI,,,,,President / Governor,0.0,,,,,,,,Isaac Bizimana
Jean Ciza,Jean Ciza,BDI,jean,ciza,BDI,,,,,President / Governor,0.0,,,,,,,,Jean Ciza
Édouard Normand Bigendako,Edouard Bigendako,BDI,edouard,bigendako,BDI,,,,,President / Governor,0.0,,,,,,,,Edouard Bigendako
Maurice Frère,Maurice Frere,BEL,maurice,frere,BEL,,,,,President / Governor,0.0,,,,,,,,Maurice Frere
Hubert Ansiaux,Hubert Ansiaux,BEL,hubert,ansiaux,BEL,,,,,President / Governor,0.0,,,,,,,,Hubert Ansiaux
Robert Vandeputte,Robert Vandeputte,BEL,robert,vandeputte,BEL,,,,,President / Governor,0.0,,,,,,,,Robert Vandeputte
Baron Cecil de Strycker,Cecil Strycker,BEL,cecil,strycker,BEL,,,,,President / Governor,0.0,,,,,,,,Cecil Strycker
Baron Jean Godeaux,Jean Godeaux,BEL,jean,godeaux,BEL,,,,,President / Governor,0.0,,,,,,,,Jean Godeaux
Viscount Alfons Verplaetse,Alfons Verplaetse,BEL,alfons,verplaetse,BEL,,,,,President / Governor,0.0,,,,,,,,Alfons Verplaetse
Viscount Alfons Verplaetse,Alfons Verplaetse,BEL,alfons,verplaetse,BEL,,,,,President / Governor,0.0,,,,,,,,Alfons Verplaetse
Rik Branson,Rik Branson,BEL,rik,branson,BEL,,,,,Board member,0.0,,,,,,,,Rik Branson
Guy Quaden,Guy Quaden,BEL,guy,quaden,BEL,,,,,President / Governor,0.0,,,,,,,,Guy Quaden
Luc Coene,Luc Coene,BEL,luc,coene,BEL,,,,,President / Governor,0.0,,,,,,,,Luc Coene
Peter Praet,Peter Praet,BEL,peter,praet,BEL,,,,,Board member,0.0,,,,,,,,Peter Praet
Peter Praet,Peter Praet,BEL,peter,praet,BEL,,,,,Board member,0.0,,,,,,,,Peter Praet
Gerald Frère,Gerald Frere,BEL,gerald,frere,BEL,,,,,Board member,0.0,,,,,,,,Gerald Frere
Didier Matray,Didier Matray,BEL,didier,matray,BEL,,,,,Board member,0.0,,,,,,,,Didier Matray
Jan Smets,Jan Smets,BEL,jan,smets,BEL,,,,,President / Governor,0.0,,,,,,,,Jan Smets
Rudi Thomaes,Rudi Thomaes,BEL,rudi,thomaes,BEL,,,,,Board member,0.0,,,,,,,,Rudi Thomaes
Eddy Varmoesen,Eddy Varmoesen,BEL,eddy,varmoesen,BEL,,,,,Board member,0.0,,,,,,,,Eddy Varmoesen
Marcia de Wachter,Marcia Wachter,BEL,marcia,wachter,BEL,,,,,Board member,1.0,,,,,,,,Marcia Wachter
Guy Haaze,Guy Haaze,BEL,guy,haaze,BEL,,,,,Board member,0.0,,,,,,,,Guy Haaze
Rudy De Leeuw,Rudy Leeuw,BEL,rudy,leeuw,BEL,,,,,Board member,0.0,,,,,,,,Rudy Leeuw
Carl Devlies,Carl Devlies,BEL,carl,devlies,BEL,,,,,Board member,0.0,,,,,,,,Carl Devlies
Jan Vercamst,Jan Vercamst,BEL,jan,vercamst,BEL,,,,,Board member,0.0,,,,,,,,Jan Vercamst
Christl Joris,Christl Joris,BEL,christl,joris,BEL,,,,,Board member,1.0,,,,,,,,Christl Joris
Yves Prete,Yves Prete,BEL,yves,prete,BEL,,,,,Board member,0.0,,,,,,,,Yves Prete
Jean Louis Six,Jean Six,BEL,jean,six,BEL,,,,,Board member,0.0,,,,,,,,Jean Six
Jean Francois Cats,Jean Cats,BEL,jean,cats,BEL,,,,,Board member,0.0,,,,,,,,Jean Cats
Eric Mathay,Eric Mathay,BEL,eric,mathay,BEL,,,,,Board member,0.0,,,,,,,,Eric Mathay
Michèle Detaille,Michele Detaille,BEL,michele,detaille,BEL,,,,,Board member,1.0,,,,,,,,Michele Detaille
Claire Tillekaerts,Claire Tillekaerts,BEL,claire,tillekaerts,BEL,,,,,Board member,1.0,,,,,,,,Claire Tillekaerts
Hans Dhondt,Hans Dhondt,BEL,hans,dhondt,BEL,,,,,Board member,0.0,,,,,,,,Hans Dhondt
Jean Eylenbosch,Jean Eylenbosch,BEL,jean,eylenbosch,BEL,,,,,Board member,0.0,,,,,,,,Jean Eylenbosch
Tom Dechaene,Tom Dechaene,BEL,tom,dechaene,BEL,,,,,Board member,0.0,,,,,,,,Tom Dechaene
Mario Coppens,Mario Coppens,BEL,mario,coppens,BEL,,,,,Board member,0.0,,,,,,,,Mario Coppens
Thierry Bodson,Thierry Bodson,BEL,thierry,bodson,BEL,,,,,Board member,0.0,,,,,,,,Thierry Bodson
Christine Mahy,Christine Mahy,BEL,christine,mahy,BEL,,,,,Board member,1.0,,,,,,,,Christine Mahy
Marc Leemans,Marc Leemans,BEL,marc,leemans,BEL,,,,,Board member,0.0,,,,,,,,Marc Leemans
Mia Schamphelaere,Mia Schamphelaere,BEL,mia,schamphelaere,BEL,,,,,Board member,1.0,,,,,,,,Mia Schamphelaere
Tom Dechaene,Tom Dechaene,BEL,tom,dechaene,BEL,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Tom Dechaene
Christian Van Thillo,Christian Thillo,BEL,christian,thillo,BEL,,,,,Board member,0.0,,,,,,,,Christian Thillo
Fabienne Bister,Fabienne Bister,BEL,fabienne,bister,BEL,,,,,Board member,1.0,,,,,,,,Fabienne Bister
Veronique Thirion,Veronique Thirion,BEL,veronique,thirion,BEL,,,,,Board member,1.0,,,,,,,,Veronique Thirion
Jo Swyngedouw,Jo Swyngedouw,BEL,jo,swyngedouw,BEL,,,,,Board member,0.0,,,,,,,,Jo Swyngedouw
Pieter Timmermans,Pieter Timmermans,BEL,pieter,timmermans,BEL,,,,,Board member,0.0,,,,,,,,Pieter Timmermans
Steven Vanackere,Steven Vanackere,BEL,steven,vanackere,BEL,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Steven Vanackere
Steven Vanackere,Steven Vanackere,BEL,steven,vanackere,BEL,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Steven Vanackere
Véronique Thirion,Veronique Thirion,BEL,veronique,thirion,BEL,,,,,Board member,1.0,,,,,,,,Veronique Thirion
Robert Vertenueil,Robert Vertenueil,BEL,robert,vertenueil,BEL,,,,,Board member,0.0,,,,,,,,Robert Vertenueil
Karel Van Eetvel,Karel Eetvel,BEL,karel,eetvel,BEL,,,,,Board member,0.0,,,,,,,,Karel Eetvel
Sonja De Becker,Sonja Becker,BEL,sonja,becker,BEL,,,,,Board member,1.0,,,,,,,,Sonja Becker
Pierre Wunsch,Pierre Wunsch,BEL,pierre,wunsch,BEL,,,,,President / Governor,0.0,,,,,,,,Pierre Wunsch
Gregoire Koutentakis,Gregoire Koutentakis,BEL,gregoire,koutentakis,BEL,,,,,Board member,0.0,,,,,,,,Gregoire Koutentakis
Vincent Magnee,Vincent Magnee,BEL,vincent,magnee,BEL,,,,,Board member,0.0,,,,,,,,Vincent Magnee
Danny Assche,Danny Assche,BEL,danny,assche,BEL,,,,,Board member,0.0,,,,,,,,Danny Assche
Estelle Cantillo,Estelle Cantillo,BEL,estelle,cantillo,BEL,,,,,Board member,1.0,,,,,,,,Estelle Cantillo
Tim Hermans,Tim Hermans,BEL,tim,hermans,BEL,,,,,Board member,0.0,,,,,,,,Tim Hermans
Géraldine Van der Stichele,Geraldine Stichele,BEL,geraldine,stichele,BEL,,,,,Board member,1.0,,,,,,,,Geraldine Stichele
Pieter Verhelst,Pieter Verhelst,BEL,pieter,verhelst,BEL,,,,,Board member,0.0,,,,,,,,Pieter Verhelst
Lionel Rouget,Lionel Rouget,BEL,lionel,rouget,BEL,,,,,Board member,0.0,,,,,,,,Lionel Rouget
Dimitri Lhoste,Dimitri Lhoste,BEL,dimitri,lhoste,BEL,,,,,Board member,0.0,,,,,,,,Dimitri Lhoste
Cedric Frère,Cedric Frere,BEL,cedric,frere,BEL,,,,,Board member,0.0,,,,,,,,Cedric Frere
Louise Fromont,Louise Fromont,BEL,louise,fromont,BEL,,,,,Board member,1.0,,,,,,,,Louise Fromont
Bernard Jurion,Bernard Jurion,BEL,bernard,jurion,BEL,,,,,Board member,0.0,,,,,,,,Bernard Jurion
Edwin De Boeck,Edwin Boeck,BEL,edwin,boeck,BEL,,,,,Board member,0.0,,,,,,,,Edwin Boeck
Marjan Maes,Marjan Maes,BEL,marjan,maes,BEL,,,,,Board member,1.0,,,,,,,,Marjan Maes
Gilles Vandorpe,Gilles Vandorpe,BEL,gilles,vandorpe,BEL,,,,,Board member,0.0,,,,,,,,Gilles Vandorpe
Adidjatou Mathys,Adidjatou Mathys,BEN,adidjatou,mathys,BEN,,,,,Board member,1.0,,,,,,,,Adidjatou Mathys
Houessou Yaovi Hadonou,Houessou Hadonou,BEN,houessou,hadonou,BEN,,,,,Board member,0.0,,,,,,,,Houessou Hadonou
Oumara Karimou Assouma,Oumara Assouma,BEN,oumara,assouma,BEN,,,,,Board member,0.0,,,,,,,,Oumara Assouma
Alain Michel Komaclo,Alain Komaclo,BEN,alain,komaclo,BEN,,,,,Board member,0.0,,,,,,,,Alain Komaclo
Emmanuel Assilamehoo,Emmanuel Assilamehoo,BEN,emmanuel,assilamehoo,BEN,,,,,Board member,0.0,,,,,,,,Emmanuel Assilamehoo
Damo Justin Baro,Damo Baro,BFA,damo,baro,BFA,,,,,President / Governor,0.0,,,,,,,,Damo Baro
Damo Justin Baro,Damo Baro,BFA,damo,baro,BFA,,,,,President / Governor,0.0,,,,,,,,Damo Baro
Robert Julienne,Robert Julienne,BFA,robert,julienne,BFA,,,,,President / Governor,0.0,,,,,,,,Robert Julienne
