PName_original,PName,iso3,first,last,iso3Birth,Start_year,End_year,Start_month,End_month,Position,Sex,Birth_year,Education,BA_or_MA,MBA,PhD,CountryBirth,CityBirth,name
Chester C. Davis,Chester Davis,USA,chester,davis,USA,,,,,Board member,0.0,,,,,,,,Chester Davis
Ray M. Gidney,Ray Gidney,USA,ray,gidney,USA,,,,,Board member,0.0,,,,,,,,Ray Gidney
G. William Miller,Paul Miller,USA,paul,miller,USA,,,,,Board member,0.0,,,,,,,,Paul Miller
William McChesney Martin Jr.,William Jr,USA,william,jr,USA,,,,,Board member,0.0,,,,,,,,William Jr
Marriner Eccles,Marriner Eccles,USA,marriner,eccles,USA,,,,,President / Governor,0.0,,,,,,,,Marriner Eccles
Clifford S. Young,Clifford Young,USA,clifford,young,USA,,,,,Board member,0.0,,,,,,,,Clifford Young
Rudolph M. Evans,Rudolph Evans,USA,rudolph,evans,USA,,,,,Board member,0.0,,,,,,,,Rudolph Evans
C. E. Earhart,C Earhart,USA,c,earhart,USA,,,,,Board member,0.0,,,,,,,,C Earhart
John K. McKee,John Mckee,USA,john,mckee,USA,,,,,Board member,0.0,,,,,,,,John Mckee
Lawrence Clayton,Lawrence Clayton,USA,lawrence,clayton,USA,,,,,Board member,0.0,,,,,,,,Lawrence Clayton
H. Gavin Leedy,Gavin Leedy,USA,gavin,leedy,USA,,,,,Board member,0.0,,,,,,,,Gavin Leedy
Edward L. Norton,Edward Norton,USA,edward,norton,USA,,,,,Board member,0.0,,,,,,,,Edward Norton
Alfred H. Williams,Alfred Williams,USA,alfred,williams,USA,,,,,Board member,0.0,,,,,,,,Alfred Williams
Thomas B. McCabe,Thomas Mccabe,USA,thomas,mccabe,USA,,,,,President / Governor,0.0,,,,,,,,Thomas Mccabe
Douglas Mckay,Douglas Mckay,USA,douglas,mckay,USA,,,,,Board member,0.0,,,,,,,,Douglas Mckay
M.S. Szymczak,M Szymczak,USA,m,szymczak,USA,,,,,Board member,0.0,,,,,,,,M Szymczak
Hugh Leach,Hugh Leach,USA,hugh,leach,USA,,,,,Board member,0.0,,,,,,,,Hugh Leach
Laurence F. Whittemore,Laurence Whittemore,USA,laurence,whittemore,USA,,,,,Board member,0.0,,,,,,,,Laurence Whittemore
N. Bulganin,N Bulganin,USA,n,bulganin,USA,,,,,President / Governor,0.0,,,,,,,,N Bulganin
Allan Sproul,Allan Sproul,USA,allan,sproul,USA,,,,,Board member,0.0,,,,,,,,Allan Sproul
Joseph A. Erickson,Joseph Erickson,USA,joseph,erickson,USA,,,,,Board member,0.0,,,,,,,,Joseph Erickson
Jerome Powell,Oliver Powell,USA,oliver,powell,USA,,,,,President / Governor,0.0,,,,,,,,Oliver Powell
Jerome Powell,Oliver Powell,USA,oliver,powell,USA,,,,,Board member,0.0,,,,,,,,Oliver Powell
Charles N. Shepardson,Charles Shepardson,USA,charles,shepardson,USA,,,,,Board member,0.0,,,,,,,,Charles Shepardson
John S. Sinclair,John Sinclair,USA,john,sinclair,USA,,,,,Board member,0.0,,,,,,,,John Sinclair
C. Canby Balderston,Canby Balderston,USA,canby,balderston,USA,,,,,President / Governor,0.0,,,,,,,,Canby Balderston
Hermann N. Mangels,Hermann Mangels,USA,hermann,mangels,USA,,,,,Board member,0.0,,,,,,,,Hermann Mangels
Harold C. Patterson,Harold Patterson,USA,harold,patterson,USA,,,,,Board member,0.0,,,,,,,,Harold Patterson
Abbot Mills,Abbot Mills,USA,abbot,mills,USA,,,,,Board member,0.0,,,,,,,,Abbot Mills
Wilbur D. Fulton,Wilbur Fulton,USA,wilbur,fulton,USA,,,,,Board member,0.0,,,,,,,,Wilbur Fulton
Delos C. Johns,Delos Johns,USA,delos,johns,USA,,,,,Board member,0.0,,,,,,,,Delos Johns
Robert T. P. Allen,Robert Allen,USA,robert,allen,USA,,,,,Board member,0.0,,,,,,,,Robert Allen
Robert H. Bryan,Robert Bryan,USA,robert,bryan,USA,,,,,Board member,0.0,,,,,,,,Robert Bryan
Watrous H. Irons,Watrous Irons,USA,watrous,irons,USA,,,,,Board member,0.0,,,,,,,,Watrous Irons
Edward A. Wayne,Edward Wayne,USA,edward,wayne,USA,,,,,Board member,0.0,,,,,,,,Edward Wayne
Malcolm H. Bryan,Malcolm Bryan,USA,malcolm,bryan,USA,,,,,Board member,0.0,,,,,,,,Malcolm Bryan
George W. Mitchell,George Mitchell,USA,george,mitchell,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,George Mitchell
Arthur F. Burns,Arthur Burns,USA,arthur,burns,USA,,,,,President / Governor,0.0,,,,,,,,Arthur Burns
Hans Kloss,Hans Kloss,USA,hans,kloss,USA,,,,,President / Governor,0.0,,,,,,,,Hans Kloss
Herbert Coombs,Herbert Coombs,USA,herbert,coombs,USA,,,,,President / Governor,0.0,,,,,,,,Herbert Coombs
William McChesney Martin Jr.,William Jr,USA,william,jr,USA,,,,,President / Governor,0.0,,,,,,,,William Jr
Karl R. Bopp,Karl Bopp,USA,karl,bopp,USA,,,,,Board member,0.0,,,,,,,,Karl Bopp
Herbert Coombs,Herbert Coombs,USA,herbert,coombs,USA,,,,,President / Governor,0.0,,,,,,,,Herbert Coombs
James L. Robertson,James Robertson,USA,james,robertson,USA,,,,,Board member,0.0,,,,,,,,James Robertson
James L. Robertson,James Robertson,USA,james,robertson,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,James Robertson
James L. Robertson,James Robertson,USA,james,robertson,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,James Robertson
J. Alfred Broaddus Jr.,Alfred Jr,USA,alfred,jr,USA,,,,,Board member,0.0,,,,,,,,Alfred Jr
Charles J. Scanlon,Charles Scanlon,USA,charles,scanlon,USA,,,,,Board member,0.0,,,,,,,,Charles Scanlon
J. Alfred Broaddus Jr.,Alfred Jr,USA,alfred,jr,USA,,,,,Board member,0.0,,,,,,,,Alfred Jr
George H. Clay,George Clay,USA,george,clay,USA,,,,,Board member,0.0,,,,,,,,George Clay
W. Braddock Hickman,Braddock Hickman,USA,braddock,hickman,USA,,,,,Board member,0.0,,,,,,,,Braddock Hickman
Sir John Phillips,John Phillips,USA,john,phillips,USA,,,,,President / Governor,0.0,,,,,,,,John Phillips
Frederick L. Deming,Frederick Deming,USA,frederick,deming,USA,,,,,Board member,0.0,,,,,,,,Frederick Deming
Darryl R. Francis,Darryl Francis,USA,darryl,francis,USA,,,,,Board member,0.0,,,,,,,,Darryl Francis
Aubrey N. Heflin,Aubrey Heflin,USA,aubrey,heflin,USA,,,,,Board member,0.0,,,,,,,,Aubrey Heflin
Aubrey N. Heflin,Aubrey Heflin,USA,aubrey,heflin,USA,,,,,Board member,0.0,,,,,,,,Aubrey Heflin
Henry C. Wallich,Henry Wallich,USA,henry,wallich,DEU,,,,,Board member,0.0,,,,,,,,Henry Wallich
Harry A. Shuford,Harry Shuford,USA,harry,shuford,USA,,,,,Board member,0.0,,,,,,,,Harry Shuford
Ernest T. Baughman,Ernest Baughman,USA,ernest,baughman,USA,,,,,Board member,0.0,,,,,,,,Ernest Baughman
Monroe Kimbrel,Monroe Kimbrel,USA,monroe,kimbrel,USA,,,,,Board member,0.0,,,,,,,,Monroe Kimbrel
Robert P. Mayo,Robert Mayo,USA,robert,mayo,USA,,,,,Board member,0.0,,,,,,,,Robert Mayo
Willis J. Winn,Willis Winn,USA,willis,winn,USA,,,,,Board member,0.0,,,,,,,,Willis Winn
David M. Lilly,David Lilly,USA,david,lilly,USA,,,,,Board member,0.0,,,,,,,,David Lilly
J. Dewey Daane,Dewey Daane,USA,dewey,daane,USA,,,,,Board member,0.0,,,,,,,,Dewey Daane
Sherman J. Maisel,Sherman Maisel,USA,sherman,maisel,USA,,,,,Board member,0.0,,,,,,,,Sherman Maisel
Lawrence K. Roos,Lawrence Roos,USA,lawrence,roos,USA,,,,,Board member,0.0,,,,,,,,Lawrence Roos
Hugh D. Galusha Jr.,Hugh Jr,USA,hugh,jr,USA,,,,,Board member,0.0,,,,,,,,Hugh Jr
Sir Harold Knight,Harold Knight,USA,harold,knight,USA,,,,,President / Governor,0.0,,,,,,,,Harold Knight
Emmett J. Rice,Emmett Rice,USA,emmett,rice,USA,,,,,Board member,0.0,,,,,,,,Emmett Rice
Anthony M. Solomon,Anthony Solomon,USA,anthony,solomon,USA,,,,,Board member,0.0,,,,,,,,Anthony Solomon
George King,George King,USA,george,king,USA,,,,,Board member,0.0,,,,,,,,George King
George H. Ellis,George Ellis,USA,george,ellis,USA,,,,,Board member,0.0,,,,,,,,George Ellis
David P. Eastburn,David Eastburn,USA,david,eastburn,USA,,,,,Board member,0.0,,,,,,,,David Eastburn
John J. Balles,John Balles,USA,john,balles,USA,,,,,Board member,0.0,,,,,,,,John Balles
Stephen S. Gardner,Stephen Gardner,USA,stephen,gardner,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Stephen Gardner
Philip E. Coldwell,Philip Coldwell,USA,philip,coldwell,USA,,,,,Board member,0.0,,,,,,,,Philip Coldwell
Frank E. Morris,Frank Morris,USA,frank,morris,USA,,,,,Board member,0.0,,,,,,,,Frank Morris
"Wm. McC. Martin, Jr",Preston Martin,USA,preston,martin,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Preston Martin
Bob Johnston,Bob Johnston,USA,bob,johnston,USA,,,,,President / Governor,0.0,,,,,,,,Bob Johnston
Robert C. Holland,Robert Holland,USA,robert,holland,USA,,,,,Board member,0.0,,,,,,,,Robert Holland
G. William Miller,William Miller,USA,william,miller,USA,,,,,President / Governor,0.0,,,,,,,,William Miller
Andrew F. Brimmer,Andrew Brimmer,USA,andrew,brimmer,USA,,,,,Board member,0.0,,,,,,,,Andrew Brimmer
William W. Sherrill,William Sherrill,USA,william,sherrill,USA,,,,,Board member,0.0,,,,,,,,William Sherrill
Robert H. Boykin,Robert Boykin,USA,robert,boykin,USA,,,,,Board member,0.0,,,,,,,,Robert Boykin
Alan Greenspan,Alan Greenspan,USA,alan,greenspan,USA,,,,,President / Governor,0.0,,,,,,,,Alan Greenspan
Alan Greenspan,Alan Greenspan,USA,alan,greenspan,USA,,,,,President / Governor,0.0,,,,,,,,Alan Greenspan
Robert P. Black,Robert Black,USA,robert,black,USA,,,,,Board member,0.0,,,,,,,,Robert Black
Paul A. Volcker,Paul Volcker,USA,paul,volcker,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Paul Volcker
J. Charles Partee,Charles Partee,USA,charles,partee,USA,,,,,Board member,0.0,,,,,,,,Charles Partee
Paul A. Volcker,Paul Volcker,USA,paul,volcker,USA,,,,,President / Governor,0.0,,,,,,,,Paul Volcker
Paul A. Volcker,Paul Volcker,USA,paul,volcker,USA,,,,,President / Governor,0.0,,,,,,,,Paul Volcker
Lyle E. Gramley,Lyle Gramley,USA,lyle,gramley,USA,,,,,Board member,0.0,,,,,,,,Lyle Gramley
Philip C. Jackson Jr.,Philip Jr,USA,philip,jr,USA,,,,,Board member,0.0,,,,,,,,Philip Jr
John P. LaWare,John Laware,USA,john,laware,USA,,,,,Board member,0.0,,,,,,,,John Laware
Peter Cottrel,Peter Cottrel,USA,peter,cottrel,USA,,,,,Board member,0.0,,,,,,,,Peter Cottrel
John E. Sheehan,John Sheehan,USA,john,sheehan,USA,,,,,Board member,0.0,,,,,,,,John Sheehan
Philip Jackson,Philip Jackson,USA,philip,jackson,USA,,,,,President / Governor,0.0,,,,,,,,Philip Jackson
Thomas M. Timlen,Thomas Timlen,USA,thomas,timlen,USA,,,,,Board member,0.0,,,,,,,,Thomas Timlen
Frederick H. Schultz,Frederick Schultz,USA,frederick,schultz,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Frederick Schultz
Theodore H. Roberts,Theodore Roberts,USA,theodore,roberts,USA,,,,,Board member,0.0,,,,,,,,Theodore Roberts
Brian Loton,Brian Loton,USA,brian,loton,USA,,,,,Board member,0.0,,,,,,,,Brian Loton
David Alexander Tange Dickins,David Dickins,USA,david,dickins,USA,,,,,Board member,0.0,,,,,,,,David Dickins
Bruce K. MacLaury,Bruce Maclaury,USA,bruce,maclaury,USA,,,,,Board member,0.0,,,,,,,,Bruce Maclaury
Nancy H. Teeters,Nancy Teeters,USA,nancy,teeters,USA,,,,,Board member,1.0,,,,,,,,Nancy Teeters
Silas Keehn,Silas Keehn,USA,silas,keehn,USA,,,,,Board member,0.0,,,,,,,,Silas Keehn
Wayne D. Angell,Wayne Angell,USA,wayne,angell,USA,,,,,Board member,0.0,,,,,,,,Wayne Angell
James H. Oltman,James Oltman,USA,james,oltman,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,James Oltman
Michael Deeley,Michael Deeley,USA,michael,deeley,USA,,,,,Board member,0.0,,,,,,,,Michael Deeley
Bruce Dunstan Watson,Bruce Watson,USA,bruce,watson,USA,,,,,Board member,0.0,,,,,,,,Bruce Watson
Robert P. Forrestal,Robert Forrestal,USA,robert,forrestal,USA,,,,,Board member,0.0,,,,,,,,Robert Forrestal
Maria Schaumayer,Maria Schaumayer,USA,maria,schaumayer,USA,,,,,President / Governor,1.0,,,,,,,,Maria Schaumayer
Alice M. Rivlin,Alice Rivlin,USA,alice,rivlin,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Alice Rivlin
Martha R. Seger,Martha Seger,USA,martha,seger,USA,,,,,Board member,1.0,,,,,,,,Martha Seger
Edward W. Kelley,Edward Kelley,USA,edward,kelley,USA,,,,,Board member,0.0,,,,,,,,Edward Kelley
Jeffrey M. Bucher,Jeffrey Bucher,USA,jeffrey,bucher,USA,,,,,Board member,0.0,,,,,,,,Jeffrey Bucher
William J. McDonough,William Mcdonough,USA,william,mcdonough,USA,,,,,Board member,0.0,,,,,,,,William Mcdonough
William F. Ford,William Ford,USA,william,ford,USA,,,,,Board member,0.0,,,,,,,,William Ford
Viktor Vladimirovich Gerashchenko,Viktor Gerashchenko,USA,viktor,gerashchenko,USA,,,,,President / Governor,0.0,,,,,,,,Viktor Gerashchenko
Viktor Vladimirovich Gerashchenko,Viktor Gerashchenko,USA,viktor,gerashchenko,USA,,,,,President / Governor,0.0,,,,,,,,Viktor Gerashchenko
William Poole,William Poole,USA,william,poole,USA,,,,,President / Governor,0.0,,,,,,,,William Poole
Herbert Schimetschek,Herbert Schimetschek,USA,herbert,schimetschek,USA,,,,,Board member,0.0,,,,,,,,Herbert Schimetschek
Donald Argus,Donald Argus,USA,donald,argus,USA,,,,,Board member,0.0,,,,,,,,Donald Argus
Michael H. Moskow,Michael Moskow,USA,michael,moskow,USA,,,,,President / Governor,0.0,,,,,,,,Michael Moskow
Frank Blount,Frank Blount,USA,frank,blount,USA,,,,,Board member,0.0,,,,,,,,Frank Blount
Herbert Schimetschek,Herbert Schimetschek,USA,herbert,schimetschek,USA,,,,,President / Governor,0.0,,,,,,,,Herbert Schimetschek
Robert T. Parry,Robert Parry,USA,robert,parry,USA,,,,,President / Governor,0.0,,,,,,,,Robert Parry
J Broaddus,J Broaddus,USA,j,broaddus,USA,,,,,Board member,0.0,,,,,,,,J Broaddus
Edward M. Gramlich,Edward Gramlich,USA,edward,gramlich,USA,,,,,Board member,0.0,,,,,,,,Edward Gramlich
Edward M. Gramlich,Edward Gramlich,USA,edward,gramlich,USA,,,,,President / Governor,0.0,,,,,,,,Edward Gramlich
Christodoulos K. Christodoulou,Christodoulos Christodoulou,USA,christodoulos,christodoulou,USA,,,,,President / Governor,0.0,,,,,,,,Christodoulos Christodoulou
Malcolm Williamson,Malcolm Williamson,USA,malcolm,williamson,USA,,,,,Board member,0.0,,,,,,,,Malcolm Williamson
H. Robert Heller,Robert Heller,USA,robert,heller,USA,,,,,Board member,0.0,,,,,,,,Robert Heller
Mark H. Willes,Mark Willes,USA,mark,willes,USA,,,,,Board member,0.0,,,,,,,,Mark Willes
E. Gerald Corrigan,Gerald Corrigan,USA,gerald,corrigan,USA,,,,,Board member,0.0,,,,,,,,Gerald Corrigan
Edward G. Boehne,Edward Boehne,USA,edward,boehne,USA,,,,,Board member,0.0,,,,,,,,Edward Boehne
Thomas C. Melzer,Thomas Melzer,USA,thomas,melzer,USA,,,,,Board member,0.0,,,,,,,,Thomas Melzer
W Hoskins,W Hoskins,USA,w,hoskins,USA,,,,,President / Governor,0.0,,,,,,,,W Hoskins
Bernie Fraser,Bernie Fraser,USA,bernie,fraser,USA,,,,,President / Governor,0.0,,,,,,,,Bernie Fraser
Jerry L. Jordan,Jerry Jordan,USA,jerry,jordan,USA,,,,,Board member,0.0,,,,,,,,Jerry Jordan
Edward D Tweddell,Edward Tweddell,USA,edward,tweddell,USA,,,,,Board member,0.0,,,,,,,,Edward Tweddell
Pyotr Prakapovich,Pyotr Prakapovich,USA,pyotr,prakapovich,USA,,,,,President / Governor,0.0,,,,,,,,Pyotr Prakapovich
Donald L. Kohn,Donald Kohn,USA,donald,kohn,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Donald Kohn
Donald L. Kohn,Donald Kohn,USA,donald,kohn,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Donald Kohn
Claus Raidl,Claus Raidl,USA,claus,raidl,USA,,,,,President / Governor,0.0,,,,,,,,Claus Raidl
Richard F. Syron,Richard Syron,USA,richard,syron,USA,,,,,Board member,0.0,,,,,,,,Richard Syron
Robert D. McTeer,Robert Mcteer,USA,robert,mcteer,USA,,,,,President / Governor,0.0,,,,,,,,Robert Mcteer
Jack Guynn,Jack Guynn,USA,jack,guynn,USA,,,,,Board member,0.0,,,,,,,,Jack Guynn
Mark W. Olson,Mark Olson,USA,mark,olson,USA,,,,,Board member,0.0,,,,,,,,Mark Olson
Mark W. Olson,Mark Olson,USA,mark,olson,USA,,,,,Board member,0.0,,,,,,,,Mark Olson
Stanley Fischer,Stanley Fischer,USA,stanley,fischer,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Stanley Fischer
Karen N. Horn,Karen Horn,USA,karen,horn,USA,,,,,Board member,1.0,,,,,,,,Karen Horn
Gary H. Stern,Gary Stern,USA,gary,stern,USA,,,,,Board member,0.0,,,,,,,,Gary Stern
Susan M. Phillips,Susan Phillips,USA,susan,phillips,USA,,,,,Board member,0.0,,,,,,,,Susan Phillips
Laurence H. Meyer,Laurence Meyer,USA,laurence,meyer,USA,,,,,Board member,0.0,,,,,,,,Laurence Meyer
Paul J Rizzo,Paul Rizzo,USA,paul,rizzo,USA,,,,,Board member,0.0,,,,,,,,Paul Rizzo
Ewald Nowotny,Ewald Nowotny,USA,ewald,nowotny,USA,,,,,President / Governor,0.0,,,,,,,,Ewald Nowotny
Alan S. Blinder,Alan Blinder,USA,alan,blinder,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Alan Blinder
Kenneth J Moss,Kenneth Moss,USA,kenneth,moss,USA,,,,,Board member,0.0,,,,,,,,Kenneth Moss
"David W. Mullins, Jr.",David Mullins,USA,david,mullins,USA,,,,,President / Governor,0.0,,,,,,,,David Mullins
Thomas M. Hoenig,Thomas Hoenig,USA,thomas,hoenig,USA,,,,,President / Governor,0.0,,,,,,,,Thomas Hoenig
Janet L. Yellen,Janet Yellen,USA,janet,yellen,USA,,,,,Vice-president / Deputy-governor,1.0,,,,,,,,Janet Yellen
Thomas M. Hoenig,Thomas Hoenig,USA,thomas,hoenig,USA,,,,,Board member,0.0,,,,,,,,Thomas Hoenig
Ian Macfarlane,Ian Macfarlane,USA,ian,macfarlane,USA,,,,,President / Governor,0.0,,,,,,,,Ian Macfarlane
Anthony M. Santomero,Anthony Santomero,USA,anthony,santomero,USA,,,,,President / Governor,0.0,,,,,,,,Anthony Santomero
Thomas M. Hoenig,Thomas Hoenig,USA,thomas,hoenig,USA,,,,,Board member,0.0,,,,,,,,Thomas Hoenig
Janet L. Yellen,Janet Yellen,USA,janet,yellen,USA,,,,,President / Governor,1.0,,,,,,,,Janet Yellen
Cathy E. Minehan,Cathy Minehan,USA,cathy,minehan,USA,,,,,President / Governor,1.0,,,,,,,,Cathy Minehan
Thomas Park,Thomas Park,USA,thomas,park,USA,,,,,Board member,0.0,,,,,,,,Thomas Park
Geoffrey A Tomlinson,Geoffrey Tomlinson,USA,geoffrey,tomlinson,USA,,,,,Board member,0.0,,,,,,,,Geoffrey Tomlinson
Susan S. Bies,Susan Bies,USA,susan,bies,USA,,,,,President / Governor,1.0,,,,,,,,Susan Bies
Susan Schmidt Bies,Susan Bies,USA,susan,bies,USA,,,,,Board member,1.0,,,,,,,,Susan Bies
Dennis P. Lockhart,Dennis Lockhart,USA,dennis,lockhart,USA,,,,,President / Governor,0.0,,,,,,,,Dennis Lockhart
John G Thorn,John Thorn,USA,john,thorn,USA,,,,,Board member,0.0,,,,,,,,John Thorn
Charles I. Plosser,Charles Plosser,USA,charles,plosser,USA,,,,,President / Governor,0.0,,,,,,,,Charles Plosser
Manuel H. Johnson,Manuel Johnson,USA,manuel,johnson,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Manuel Johnson
Richard W. Fisher,Richard Fisher,USA,richard,fisher,USA,,,,,Board member,0.0,,,,,,,,Richard Fisher
Terrence Checki,Terrence Checki,USA,terrence,checki,USA,,,,,Board member,0.0,,,,,,,,Terrence Checki
Sergei Dubinin,Sergei Dubinin,USA,sergei,dubinin,USA,,,,,President / Governor,0.0,,,,,,,,Sergei Dubinin
Frank J Cicutto,Frank Cicutto,USA,frank,cicutto,USA,,,,,Board member,0.0,,,,,,,,Frank Cicutto
Anthony Yuen,Anthony Yuen,USA,anthony,yuen,USA,,,,,Board member,0.0,,,,,,,,Anthony Yuen
Roger W. Ferguson Jr.,Roger Jr,USA,roger,jr,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Roger Jr
Roger W. Ferguson Jr.,Roger Jr,USA,roger,jr,USA,,,,,President / Governor,0.0,,,,,,,,Roger Jr
Michael J Ullmer,Michael Ullmer,USA,michael,ullmer,USA,,,,,Board member,0.0,,,,,,,,Michael Ullmer
Rick Mishkin,Rick Mishkin,USA,rick,mishkin,USA,,,,,Board member,0.0,,,,,,,,Rick Mishkin
Thomas Jr,Thomas Jr,USA,thomas,jr,USA,,,,,Board member,0.0,,,,,,,,Thomas Jr
Josef Christl,Josef Christl,USA,josef,christl,USA,,,,,Board member,0.0,,,,,,,,Josef Christl
Daniel Gilbert,Daniel Gilbert,USA,daniel,gilbert,USA,,,,,Board member,0.0,,,,,,,,Daniel Gilbert
Elizabeth A. Duke,Elizabeth Duke,USA,elizabeth,duke,USA,,,,,Board member,1.0,,,,,,,,Elizabeth Duke
John A Waller,John Waller,USA,john,waller,USA,,,,,Board member,0.0,,,,,,,,John Waller
Ben S. Bernanke,Ben Bernanke,USA,ben,bernanke,USA,,,,,Board member,0.0,,,,,,,,Ben Bernanke
Ben Bernanke,Ben Bernanke,USA,ben,bernanke,USA,,,,,President / Governor,0.0,,,,,,,,Ben Bernanke
William C. Dudley,William Dudley,USA,william,dudley,USA,,,,,Board member,0.0,,,,,,,,William Dudley
Jerome Powell,Jerome Powell,USA,jerome,powell,USA,,,,,President / Governor,0.0,,,,,,,,Jerome Powell
Lawrence B. Lindsey,Lawrence Lindsey,USA,lawrence,lindsey,USA,,,,,Board member,0.0,,,,,,,,Lawrence Lindsey
Sandra Pianalto,Sandra Pianalto,USA,sandra,pianalto,USA,,,,,Board member,1.0,,,,,,,,Sandra Pianalto
Peter Mooslechner,Peter Mooslechner,USA,peter,mooslechner,USA,,,,,Board member,0.0,,,,,,,,Peter Mooslechner
Ann Sherry,Ann Sherry,USA,ann,sherry,USA,,,,,Board member,1.0,,,,,,,,Ann Sherry
Yandraduth Googoolye,Yandraduth Googoolye,USA,yandraduth,googoolye,USA,,,,,President / Governor,0.0,,,,,,,,Yandraduth Googoolye
Jillian Segal,Jillian Segal,USA,jillian,segal,USA,,,,,Board member,1.0,,,,,,,,Jillian Segal
Chrystalla Georghadji,Chrystalla Georghadji,USA,chrystalla,georghadji,USA,,,,,President / Governor,1.0,,,,,,,,Chrystalla Georghadji
Peter Zollner,Peter Zollner,USA,peter,zollner,USA,,,,,Board member,0.0,,,,,,,,Peter Zollner
Eric Rosengren,Eric Rosengren,USA,eric,rosengren,USA,,,,,Board member,0.0,,,,,,,,Eric Rosengren
Kurt Pribil,Kurt Pribil,USA,kurt,pribil,USA,,,,,Board member,0.0,,,,,,,,Kurt Pribil
Robert Kaplan,Robert Kaplan,USA,robert,kaplan,USA,,,,,President / Governor,0.0,,,,,,,,Robert Kaplan
Randy Quarles,Randy Quarles,USA,randy,quarles,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Randy Quarles
Richard Clarida,Richard Clarida,USA,richard,clarida,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Richard Clarida
Ross Mcewan,Ross Mcewan,USA,ross,mcewan,USA,,,,,Board member,0.0,,,,,,,,Ross Mcewan
Glenn Stevens,Glenn Stevens,USA,glenn,stevens,USA,,,,,President / Governor,0.0,,,,,,,,Glenn Stevens
Charles Evans,Charles Evans,USA,charles,evans,USA,,,,,Board member,0.0,,,,,,,,Charles Evans
Mark A Joiner,Mark Joiner,USA,mark,joiner,USA,,,,,Board member,0.0,,,,,,,,Mark Joiner
Esther George,Esther George,USA,esther,george,USA,,,,,Board member,1.0,,,,,,,,Esther George
Loretta Mester,Loretta Mester,USA,loretta,mester,USA,,,,,Board member,1.0,,,,,,,,Loretta Mester
Patrick Harker,Patrick Harker,USA,patrick,harker,USA,,,,,Board member,0.0,,,,,,,,Patrick Harker
Jeffrey Schmid,Jeffrey Schmid,USA,jeffrey,schmid,USA,,,,,President / Governor,0.0,,,,,,,,Jeffrey Schmid
Peter Duncan,Peter Duncan,USA,peter,duncan,USA,,,,,Board member,0.0,,,,,,,,Peter Duncan
Patricia A Cross,Patricia Cross,USA,patricia,cross,USA,,,,,Board member,1.0,,,,,,,,Patricia Cross
Panicos O. Demetriades,Panicos Demetriades,USA,panicos,demetriades,USA,,,,,President / Governor,0.0,,,,,,,,Panicos Demetriades
Eduard Schock,Eduard Schock,USA,eduard,schock,USA,,,,,Board member,0.0,,,,,,,,Eduard Schock
Christopher Waller,Christopher Waller,USA,christopher,waller,USA,,,,,Board member,0.0,,,,,,,,Christopher Waller
Susan Collins,Susan Collins,USA,susan,collins,USA,,,,,President / Governor,1.0,,,,,,,,Susan Collins
Jeremy C. Stein,Jeremy Stein,USA,jeremy,stein,USA,,,,,Board member,0.0,,,,,,,,Jeremy Stein
Timothy F. Geithner,Timothy Geithner,USA,timothy,geithner,USA,,,,,Board member,0.0,,,,,,,,Timothy Geithner
James Bullard,James Bullard,USA,james,bullard,USA,,,,,Board member,0.0,,,,,,,,James Bullard
Sarah Bloom Raskin,Sarah Raskin,USA,sarah,raskin,USA,,,,,President / Governor,1.0,,,,,,,,Sarah Raskin
Kathryn Fagg,Kathryn Fagg,USA,kathryn,fagg,USA,,,,,Board member,1.0,,,,,,,,Kathryn Fagg
Peeyush Gupta,Peeyush Gupta,USA,peeyush,gupta,USA,,,,,Board member,0.0,,,,,,,,Peeyush Gupta
Philip Lowe,Philip Lowe,USA,philip,lowe,USA,,,,,President / Governor,0.0,,,,,,,,Philip Lowe
Tom Barkin,Tom Barkin,USA,tom,barkin,USA,,,,,Board member,0.0,,,,,,,,Tom Barkin
Philip Jefferson,Philip Jefferson,USA,philip,jefferson,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Philip Jefferson
Philip Jefferson,Philip Jefferson,USA,philip,jefferson,USA,,,,,Vice-president / Deputy-governor,0.0,,,,,,,,Philip Jefferson
Randall S. Kroszner,Randall Kroszner,USA,randall,kroszner,USA,,,,,President / Governor,0.0,,,,,,,,Randall Kroszner
