PName_original;PName;iso3;first;last;iso3Birth;Start_year;End_year;Start_month;End_month;Position;Sex;Birth_year;Education;BA_or_MA;MBA;PhD;CountryBirth;CityBirth;Position_original;Birth_month;Wikipedia_title;Wikipedia_person_url;Wikipedia_qid;Wikipedia_match_score;Wikipedia_match_reason;Wikipedia_match_status;Wikipedia_match_reliable
"John Manley
";John Manley;CAN;john;manley;CAN;1988;1993;11;10;0;0;1950;2;;;;Canada;Ottawa;Board member;1;John Manley;https://en.wikipedia.org/wiki/John_Manley;Q1389967;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
William Black;William Black;CAN;william;black;CAN;;;;;0;0;1951;2;Arbor University of California;;;United States;Dearborn;Board member;9;William K. Black;https://en.wikipedia.org/wiki/William_K._Black;Q3568755;32.285714285714285;partial_title|name_similarity:0.93|econ_context|role_hint;matched;1
Paul Haggis;Paul Haggis;CAN;paul;haggis;CAN;;;;;0;0;1953;1;;;;Canada;London;Board member;3;Paul Haggis;https://en.wikipedia.org/wiki/Paul_Haggis;Q314935;44.0;exact_title|name_similarity:1.00|country_hint|role_hint;matched;1
Graeme Thompson;Graeme Thompson;CAN;graeme;thompson;CAN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Nicholas Pan;Nicholas Pan;CAN;nicholas;pan;CAN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Norman Betts;Norman Betts;CAN;norman;betts;CAN;;;;;0;0;1954;2;Queen's University;;;Canada;Doaktown;Board member;4;Norman Betts;https://en.wikipedia.org/wiki/Norman_Betts;Q7051969;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Stephen Poloz;Stephen Poloz;CAN;stephen;poloz;CAN;2013;2020;6;6;2;0;1956;2;;;;Canada;Oshawa;President / Governor;1;Stephen Poloz;https://en.wikipedia.org/wiki/Stephen_Poloz;Q15127111;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Sheryl Kennedy;Sheryl Kennedy;CAN;sheryl;kennedy;CAN;;;;;1;1;;2;Oakland University;;;;;Vice-president / Deputy-governor;;Sheryl Kennedy;https://en.wikipedia.org/wiki/Sheryl_Kennedy;Q74733410;35.0;exact_title|name_similarity:1.00;matched;1
Timothy Lane;Timothy Lane;CAN;timothy;lane;CAN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Jean Simon;Jean Simon;CAN;jean;simon;CAN;;;;;0;0;;;;;;;;Board member;;Jean-Simon Berthélemy;https://en.wikipedia.org/wiki/Jean-Simon_Berthélemy;Q3174641;24.451612903225808;strong_title|name_similarity:0.65;rejected;0
Monique Mercier;Monique Mercier;CAN;monique;mercier;CAN;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Carol Hansell;Carol Hansell;CAN;carol;hansell;CAN;;;;;0;1;;1;;;;;;Board member;;Carol Hansell;https://en.wikipedia.org/wiki/Carol_Hansell;Q5044356;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Lawrence Schembri;Lawrence Schembri;CAN;lawrence;schembri;CAN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Paul Beaudry;Paul Beaudry;CAN;paul;beaudry;CAN;;;;;1;0;1960;6;;;Princeton University;Canada;Montreal;Vice-president / Deputy-governor;3;Paul Beaudry;https://en.wikipedia.org/wiki/Paul_Beaudry;Q7149281;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Tiff Macklem;Tiff Macklem;CAN;tiff;macklem;CAN;2020;;6;;0;0;1961;6;;;;Canada;Montreal;Board member;;Tiff Macklem;https://en.wikipedia.org/wiki/Tiff_Macklem;Q15127104;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Lynn Patterson;Lynn Patterson;CAN;lynn;patterson;CAN;;;;;0;1;;;;;;;;Board member;;Jared Patterson;https://en.wikipedia.org/wiki/Jared_Patterson;Q88385976;17.896551724137932;shared_last_name|name_similarity:0.69|role_hint;rejected;0
Tiff Macklem;Tiff Macklem;CAN;tiff;macklem;CAN;2020;;6;;2;0;1961;6;;;;Canada;Montreal;President / Governor;;Tiff Macklem;https://en.wikipedia.org/wiki/Tiff_Macklem;Q15127104;47.0;exact_title|name_similarity:1.00|econ_context|country_hint;matched;1
Tiff Macklen;Tiff Macklen;CAN;tiff;macklen;CAN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Bill Morneau;Bill Morneau;CAN;bill;morneau;CAN;2015;2019;10;10;0;0;1962;4;;"University of; London School of Economics; INSEAD";;Canada;Toronto;Board member;10;Bill Morneau;https://en.wikipedia.org/wiki/Bill_Morneau;Q21175197;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Mark J. Carney;Mark Carney;CAN;mark;carney;CAN;2008;2013;2;6;2;0;1965;2;;;;Canada;Fort Smith;President / Governor;3;Mark Carney;https://en.wikipedia.org/wiki/Mark_Carney;Q192533;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Peter Dhillon;Peter Dhillon;CAN;peter;dhillon;CAN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Paul Jenkins;Paul Jenkins;CAN;paul;jenkins;CAN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;Paul Jenkins (economist);https://en.wikipedia.org/wiki/Paul_Jenkins_(economist);Q7151571;42.05882352941177;strong_title|name_similarity:0.71|econ_context|country_hint|role_hint;rejected;0
Stephanie Bowman;Stephanie Bowman;CAN;stephanie;bowman;CAN;;;;;0;1;;;;;;;;Board member;;Stephanie Bowman;https://en.wikipedia.org/wiki/Stephanie_Bowman;Q112622508;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Chrystia Freeland;Chrystia Freeland;CAN;chrystia;freeland;CAN;2013;2015;11;10;0;1;1968;3;Antony's College;;;Canada;Peace River;Board member;8;Chrystia Freeland;https://en.wikipedia.org/wiki/Chrystia_Freeland;Q4492815;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Carolyn Rogers;Carolyn Rogers;CAN;carolyn;rogers;CAN;;;;;1;1;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Jean Boivin;Jean Boivin;CAN;jean;boivin;CAN;;;;;0;0;;;;;;;;Board member;;Jean Boivin the Younger;https://en.wikipedia.org/wiki/Jean_Boivin_the_Younger;Q775414;37.47058823529411;strong_title|name_similarity:0.65|econ_context|role_hint;rejected;0
Sharon Kozicki;Sharon Kozicki;CAN;sharon;kozicki;CAN;;;;;1;1;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Charles Freedman;Charles Freedman;CAN;charles;freedman;CAN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Tim E. Noël;Tim Noel;CAN;tim;noel;CAN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Malcom Knight;Malcom Knight;CAN;malcom;knight;CAN;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
David Longworth;David Longworth;CAN;david;longworth;CAN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Phillip Deck;Phillip Deck;CAN;phillip;deck;CAN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Jock Finlayson;Jock Finlayson;CAN;jock;finlayson;CAN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Richard Mcgaw;Richard Mcgaw;CAN;richard;mcgaw;CAN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Agathe Coté;Agathe Cote;CAN;agathe;cote;CAN;;;;;2;1;;;;;;;;President / Governor;;;;;;;rejected;0
Phyllis Clark;Phyllis Clark;CAN;phyllis;clark;CAN;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Colin Dodds;Colin Dodds;CAN;colin;dodds;CAN;;;;;0;0;;;;;;;;Board member;;J. Colin Dodds;https://en.wikipedia.org/wiki/J._Colin_Dodds;Q6105164;32.166666666666664;partial_title|name_similarity:0.92|econ_context|role_hint;rejected;0
Wes Scott;Wes Scott;CAN;wes;scott;CAN;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Sylvain Leduc;Sylvain Leduc;CAN;sylvain;leduc;CAN;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Robert M. Campbell;Robert Campbell;CAN;robert;campbell;CAN;;;;;0;0;;;;;;;;Board member;;Robert Campbell Reeve;https://en.wikipedia.org/wiki/Robert_Campbell_Reeve;Q15485871;34.333333333333336;strong_title|name_similarity:0.83|econ_context;rejected;0
Nicolas Vincent;Nicolas Vincent;CAN;nicolas;vincent;CAN;;;;;1;0;1769;;;;;Canada;Quebec City;Vice-president / Deputy-governor;4;Nicolas Vincent;https://en.wikipedia.org/wiki/Nicolas_Vincent;Q3340855;35.0;exact_title|name_similarity:1.00;matched;1
Sandra L. Hanington;Sandra Hanington;CAN;sandra;hanington;CAN;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Heinrich Kundert;Heinrich Kundert;CHE;heinrich;kundert;CHE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
August Burckhardt;August Burckhardt;CHE;august;burckhardt;CHE;;;;;2;0;;;;;;;;President / Governor;;Rudy Burckhardt;https://en.wikipedia.org/wiki/Rudy_Burckhardt;Q7377582;17.5;shared_last_name|name_similarity:0.75|country_hint;rejected;0
Rodolphe de Haller;Rodolphe Haller;CHE;rodolphe;haller;CHE;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Charles Schnyder von Wartensee;Charles Wartensee;CHE;charles;wartensee;CHE;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Gottlieb Bachmann;Gottlieb Bachmann;CHE;gottlieb;bachmann;CHE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Ernst Weber;Ernst Weber;CHE;ernst;weber;CHE;;;;;2;0;;;;;;;;President / Governor;;Ernst Weber (engineer);https://en.wikipedia.org/wiki/Ernst_Weber_(engineer);Q90248;38.096774193548384;strong_title|name_similarity:0.71|econ_context|role_hint;rejected;0
Paul Rossy;Paul Rossy;CHE;paul;rossy;CHE;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Paul Keller;Paul Keller;CHE;paul;keller;CHE;;;;;2;0;1966;;;;;United States;Everett;President / Governor;1;Paul Kenneth Keller;https://en.wikipedia.org/wiki/Paul_Kenneth_Keller;Q4249931;17.333333333333332;partial_title|name_similarity:0.73;matched;1
Dr. Walter Schwegler;Walter Schwegler;CHE;walter;schwegler;CHE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Dr. Edwin Stopper;Edwin Stopper;CHE;edwin;stopper;CHE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Dr. h.c. Pierre Languetin;Pierre Languetin;CHE;pierre;languetin;CHE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Peter Gerber;Peter Gerber;CHE;peter;gerber;CHE;;;;;0;0;;;;;;;;Board member;;Peter Gerber;https://en.wikipedia.org/wiki/Peter_Gerber;Q3376604;48.0;exact_title|name_similarity:1.00|econ_context|role_hint;matched;1
Fritz Leutwiler;Fritz Leutwiler;CHE;fritz;leutwiler;CHE;;;;;2;0;1924;;;;;Switzerland;Baden;President / Governor;7;Fritz Leutwiler;https://en.wikipedia.org/wiki/Fritz_Leutwiler;Q15810789;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Dr. Markus Lusser;Markus Lusser;CHE;markus;lusser;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Dr. Markus Lusser;Markus Lusser;CHE;markus;lusser;CHE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Kurt Hauri;Kurt Hauri;CHE;kurt;hauri;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Dr. Hans Meyer;Hans Meyer;CHE;hans;meyer;CHE;;;;;2;0;;;;;;;;President / Governor;;Hans Meyer Range;https://en.wikipedia.org/wiki/Hans_Meyer_Range;Q1577940;25.692307692307693;strong_title|name_similarity:0.77;rejected;0
Kathi Bangerter;Kathi Bangerter;CHE;kathi;bangerter;CHE;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Henri Andre;Henri Andre;CHE;henri;andre;CHE;;;;;0;0;;;;;;;;Board member;;Henri-André Laperrière;https://en.wikipedia.org/wiki/Henri-André_Laperrière;Q1605651;37.666666666666664;strong_title|name_similarity:0.67|econ_context|role_hint;rejected;0
George Rich;George Rich;CHE;george;rich;CHE;;;;;0;0;1863;1;;;;Australia;Braidwood;Board member;5;George Rich;https://en.wikipedia.org/wiki/George_Rich;Q5543840;35.0;exact_title|name_similarity:1.00;matched;1
Ueli Forster;Ueli Forster;CHE;ueli;forster;CHE;;;;;0;0;1939;2;;;;Switzerland;St. Gallen;Board member;10;Ueli Forster;https://en.wikipedia.org/wiki/Ueli_Forster;Q15851950;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Yvette Jaggi;Yvette Jaggi;CHE;yvette;jaggi;CHE;1987;1991;11;11;0;1;1941;2;;;;Switzerland;Lausanne;Board member;2;Yvette Jaggi;https://en.wikipedia.org/wiki/Yvette_Jaggi;Q2602315;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Eduard Belser;Eduard Belser;CHE;eduard;belser;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Ulrich Kohli;Ulrich Kohli;CHE;ulrich;kohli;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Philippe Pidoux;Philippe Pidoux;CHE;philippe;pidoux;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Niklaus Blattner;Niklaus Blattner;CHE;niklaus;blattner;CHE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Niklaus Blattner;Niklaus Blattner;CHE;niklaus;blattner;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Werner Messmer;Werner Messmer;CHE;werner;messmer;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Dr. Jean-Pierre Roth;Jean Roth;CHE;jean;roth;CHE;;;;;2;0;1924;;;;;France;Le Havre;President / Governor;3;Jean Roth;https://en.wikipedia.org/wiki/Jean_Roth;Q690351;35.0;exact_title|name_similarity:1.00;matched;1
Franz Marty;Franz Marty;CHE;franz;marty;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Ruth Luthi;Ruth Luthi;CHE;ruth;luthi;CHE;1988;1991;;;0;1;1947;2;;;;Switzerland;Grenchen;Board member;9;Ruth Lüthi;https://en.wikipedia.org/wiki/Ruth_Lüthi;Q2177682;44.0;exact_title|name_similarity:1.00|country_hint|role_hint;matched;1
Hans Ulrich Raggenbass;Hans Raggenbass;CHE;hans;raggenbass;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Gerold Buhrer;Gerold Buhrer;CHE;gerold;buhrer;CHE;1991;2007;11;12;0;0;1948;;;;;Switzerland;Hofen;Board member;6;Gerold Bührer;https://en.wikipedia.org/wiki/Gerold_Bührer;Q120521;40.0;exact_title|name_similarity:1.00|role_hint;matched;1
Alfredo Gysi;Alfredo Gysi;CHE;alfredo;gysi;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Jean-Pierre Danthine;Jean Danthine;CHE;jean;danthine;CHE;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Konrad Hummler;Konrad Hummler;CHE;konrad;hummler;CHE;;;;;0;0;1953;4;;"University of; Zurich University of Rochester";;Switzerland;St. Gallen;Board member;3;Konrad Hummler;https://en.wikipedia.org/wiki/Konrad_Hummler;Q122631;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Rita Fuhrer;Rita Fuhrer;CHE;rita;fuhrer;CHE;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Serge Gaillard;Serge Gaillard;CHE;serge;gaillard;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Olivier Steimber;Olivier Steimber;CHE;olivier;steimber;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Ernst Stocker;Ernst Stocker;CHE;ernst;stocker;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Eveline Widmer Schlumpf;Eveline Schlumpf;CHE;eveline;schlumpf;CHE;2008;2015;1;12;0;1;1956;2;;;;Switzerland;Felsberg;Board member;3;Eveline Widmer-Schlumpf;https://en.wikipedia.org/wiki/Eveline_Widmer-Schlumpf;Q162767;35.205128205128204;partial_title|name_similarity:0.82|econ_context|country_hint|role_hint;matched;1
Jean Studer;Jean Studer;CHE;jean;studer;CHE;;;;;0;0;1914;;;;;Switzerland;Biel/Bienne;Board member;9;Jean Studer;https://en.wikipedia.org/wiki/Jean_Studer;Q28093932;35.0;exact_title|name_similarity:1.00;matched;1
Martin Kraenzlin;Martin Kraenzlin;CHE;martin;kraenzlin;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Marina Masoni;Marina Masoni;CHE;marina;masoni;CHE;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Christoph Lengwiler;Christoph Lengwiler;CHE;christoph;lengwiler;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Heinz Karrer;Heinz Karrer;CHE;heinz;karrer;CHE;;;;;0;0;1959;;;;;Switzerland;Winterthur;Board member;5;Heinz Karrer;https://en.wikipedia.org/wiki/Heinz_Karrer;Q15814933;35.0;exact_title|name_similarity:1.00;matched;1
Christoph Mäder;Christoph Mader;CHE;christoph;mader;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Dewet Moser;Dewet Moser;CHE;dewet;moser;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Simonetta Sommaruga;Simonetta Sommaruga;CHE;simonetta;sommaruga;CHE;2010;2022;11;12;0;1;1960;2;Lucerne University;;;Switzerland;Zug;Board member;5;Simonetta Sommaruga;https://en.wikipedia.org/wiki/Simonetta_Sommaruga;Q122991;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Shelby Pasquier;Shelby Pasquier;CHE;shelby;pasquier;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Fritz Zurbrügg;Fritz Zurbrugg;CHE;fritz;zurbrugg;CHE;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Romeo Lacher;Romeo Lacher;CHE;romeo;lacher;CHE;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Laura Sadis;Laura Sadis;CHE;laura;sadis;CHE;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Monika Butler;Monika Butler;CHE;monika;butler;CHE;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Rajna Gibson Brandon;Rajna Brandon;CHE;rajna;brandon;CHE;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Philipp Hildebrand;Philipp Hildebrand;CHE;philipp;hildebrand;CHE;2010;2012;;1;2;0;1963;2;"Graduate Institute of International; University of; Lincoln College";;;Switzerland;Bern;President / Governor;7;Philipp Hildebrand;https://en.wikipedia.org/wiki/Philipp_Hildebrand;Q116927;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Thomas Jordan;Thomas Jordan;CHE;thomas;jordan;CHE;;;;;2;0;;;;;;;;President / Governor;;Thomas Jordan (economist);https://en.wikipedia.org/wiki/Thomas_Jordan_(economist);Q2425188;42.22222222222222;strong_title|name_similarity:0.72|econ_context|country_hint|role_hint;rejected;0
Barbara Janom;Barbara Janom;CHE;barbara;janom;CHE;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Barbara Steiner;Barbara Steiner;CHE;barbara;steiner;CHE;;;;;0;1;1964;2;;;;Austria;Dörfles;Board member;;Barbara Steiner;https://en.wikipedia.org/wiki/Barbara_Steiner;Q95206216;40.0;exact_title|name_similarity:1.00|role_hint;matched;1
Renaud de Planta;Renaud Planta;CHE;renaud;planta;CHE;;;;;0;0;1963;;;;;Switzerland;Geneva;Board member;11;Renaud de Planta;https://en.wikipedia.org/wiki/Renaud_de_Planta;Q97383430;30.96551724137931;partial_title|name_similarity:0.90|econ_context|country_hint;matched;1
Daniel Lampart;Daniel Lampart;CHE;daniel;lampart;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Andrea Maechler;Andrea Maechler;CHE;andrea;maechler;CHE;;;;;0;0;1969;1;;;;Switzerland;Geneva;Board member;1;Andréa Maechler;https://en.wikipedia.org/wiki/Andréa_Maechler;Q18683282;48.0;exact_title|name_similarity:1.00|econ_context|role_hint;matched;1
Vania Alleva;Vania Alleva;CHE;vania;alleva;CHE;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Antoine Martin;Antoine Martin;CHE;antoine;martin;CHE;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;Antoine Martin (boxer);https://en.wikipedia.org/wiki/Antoine_Martin_(boxer);Q9156300;26.235294117647054;strong_title|name_similarity:0.82;rejected;0
Christoph Ammann;Christoph Ammann;CHE;christoph;ammann;CHE;;;;;1;0;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Cedric Tille;Cedric Tille;CHE;cedric;tille;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Angelo Ranaldo;Angelo Ranaldo;CHE;angelo;ranaldo;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Thomas Wiedmer;Thomas Wiedmer;CHE;thomas;wiedmer;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Christian Vitta;Christian Vitta;CHE;christian;vitta;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Martin Schlegel;Martin Schlegel;CHE;martin;schlegel;CHE;2022;2024;5;9;1;0;1976;6;;;"University of; Zurich University of Basel";;;Vice-president / Deputy-governor;8;Martin Schlegel;https://en.wikipedia.org/wiki/Martin_Schlegel;Q117352902;48.0;exact_title|name_similarity:1.00|econ_context|role_hint;matched;1
Martin Schlegel;Martin Schlegel;CHE;martin;schlegel;CHE;2024;;10;;0;0;1976;6;;;"University of; Zurich University of Basel";;;Board member;8;Martin Schlegel;https://en.wikipedia.org/wiki/Martin_Schlegel;Q117352902;48.0;exact_title|name_similarity:1.00|econ_context|role_hint;matched;1
Thomas Moser;Thomas Moser;CHE;thomas;moser;CHE;;;;;0;0;1945;1;;;;United States;Richmond;Board member;5;Thomas Moser;https://en.wikipedia.org/wiki/Thomas_Moser;Q992843;35.0;exact_title|name_similarity:1.00;matched;1
Rosmarie Schlup;Rosmarie Schlup;CHE;rosmarie;schlup;CHE;;;;;1;1;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Michel Peytrignet;Michel Peytrignet;CHE;michel;peytrignet;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Alexander Swoboda;Alexander Swoboda;CHE;alexander;swoboda;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Armin Jans;Armin Jans;CHE;armin;jans;CHE;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Petra Tschudin;Petra Tschudin;CHE;petra;tschudin;CHE;;;;;1;1;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Manuel Trucco Franzani;Manuel Franzani;CHL;manuel;franzani;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Sergio Molina Silva;Sergio Silva;CHL;sergio;silva;CHL;;;;;2;0;;;;;;;;President / Governor;;Esperanza Silva;https://en.wikipedia.org/wiki/Esperanza_Silva;Q5840226;16.666666666666664;shared_last_name|name_similarity:0.67|country_hint;rejected;0
Carlos Matus Romo;Carlos Romo;CHL;carlos;romo;CHL;;;;;0;0;1966;;;;;;;Board member;10;Carlos Romo;https://en.wikipedia.org/wiki/Carlos_Romo;Q28842071;35.0;exact_title|name_similarity:1.00;matched;1
Carlos Massad Abud;Carlos Abud;CHL;carlos;abud;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Carlos Massad;Carlos Massad;CHL;carlos;massad;CHL;1967;1970;;;2;0;1932;3;;;;Chile;Santiago;President / Governor;8;Carlos Massad;https://en.wikipedia.org/wiki/Carlos_Massad;Q5750927;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Carlos Rodriguez;Carlos Rodriguez;CHL;carlos;rodriguez;CHL;;;;;2;0;;;;;;;;President / Governor;;Carlos Rodríguez Braun;https://en.wikipedia.org/wiki/Carlos_Rodríguez_Braun;Q16543425;26.421052631578945;strong_title|name_similarity:0.84;rejected;0
Andrés Bianchi Larre;Andres Larre;CHL;andres;larre;CHL;;;;;2;0;;;;;;;;President / Governor;;Juan Andres Larré;https://en.wikipedia.org/wiki/Juan_Andres_Larré;Q3187704;18.275862068965516;partial_title|name_similarity:0.83;rejected;0
María Elena Ovalle;Maria Ovalle;CHL;maria;ovalle;CHL;;;;;0;1;;;;;;;;Board member;;José Tomás Ovalle;https://en.wikipedia.org/wiki/José_Tomás_Ovalle;Q1709663;24.20689655172414;shared_last_name|name_similarity:0.62|econ_context|country_hint;rejected;0
Alvaro Bardón Muñoz;Alvaro Munoz;CHL;alvaro;munoz;CHL;;;;;2;0;;;;;;;;President / Governor;;Álvaro Muñoz;https://en.wikipedia.org/wiki/Álvaro_Muñoz;Q16623968;25.0;exact_title|name_similarity:1.00|disambiguation_penalty;matched;1
Carlos Cáceres Contreras;Carlos Contreras;CHL;carlos;contreras;CHL;;;;;2;0;;;;;;;;President / Governor;;Carlos Contreras Labarca;https://en.wikipedia.org/wiki/Carlos_Contreras_Labarca;Q29032759;43.0;strong_title|name_similarity:0.80|econ_context|country_hint|role_hint;rejected;0
Vittorio Corbo Lioi;Vittorio Lioi;CHL;vittorio;lioi;CHL;;;;;0;0;;;;;;;;Board member;;;;;;;rejected;0
Stephany Griffithjones;Stephany Griffithjones;CHL;stephany;griffithjones;CHL;;;;;0;1;;;;;;;;Board member;;;;;;;rejected;0
Stephany Griffithjones;Stephany Griffithjones;CHL;stephany;griffithjones;CHL;;;;;1;1;;;;;;;;Vice-president / Deputy-governor;;;;;;;rejected;0
Miguel Kast Rist;Miguel Rist;CHL;miguel;rist;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Roberto Zahler Mayanz;Roberto Mayanz;CHL;roberto;mayanz;CHL;;;;;2;0;;;;;;;;President / Governor;;;;;;;rejected;0
Pablo Piñera;Pablo Pinera;CHL;pablo;pinera;CHL;;;;;2;0;;;;;;;;President / Governor;;José Piñera;https://en.wikipedia.org/wiki/José_Piñera;Q664693;29.956521739130434;shared_last_name|name_similarity:0.70|econ_context|country_hint|role_hint;rejected;0
Jorge Desormeaux;Jorge Desormeaux;CHL;jorge;desormeaux;CHL;;;;;1;0;1950;3;"Catholic University of; Massachusetts Institute of Technology";;;Chile;Santiago;Vice-president / Deputy-governor;8;Jorge Desormeaux;https://en.wikipedia.org/wiki/Jorge_Desormeaux;Q5934867;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint;matched;1
Jorge Desormeaux Jiménez;Jorge Jimenez;CHL;jorge;jimenez;CHL;;;;;0;0;;;;;;;;Board member;;Jorge Jiménez Cantú;https://en.wikipedia.org/wiki/Jorge_Jiménez_Cantú;Q6278171;39.125;strong_title|name_similarity:0.81|econ_context|role_hint;rejected;0
