search_name;iso3;position_original;wikipedia_title;wikipedia_person_url;wikipedia_qid;match_score;match_reason
Sebastian Edwards;CHL;Board member;Sebastián Edwards;https://en.wikipedia.org/wiki/Sebastián_Edwards;Q7442638;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Sebastian Edwards;CHL;Vice-president / Deputy-governor;Sebastián Edwards;https://en.wikipedia.org/wiki/Sebastián_Edwards;Q7442638;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Pablo Garcia;CHL;Board member;Pablo P. Garcia;https://en.wikipedia.org/wiki/Pablo_P._Garcia;Q1867908;32.23076923076923;partial_title|name_similarity:0.92|econ_context|role_hint
Alberto Naudon;CHL;Board member;Alberto Naudón;https://en.wikipedia.org/wiki/Alberto_Naudón;Q5663359;39.0;exact_title|name_similarity:1.00|country_hint
Hernan Correa;CHL;President / Governor;María Silvia Correa;https://en.wikipedia.org/wiki/María_Silvia_Correa;Q104535085;28.0;shared_last_name|name_similarity:0.50|econ_context|country_hint|role_hint
Manuel Martinez;CHL;President / Governor;Manuel Martínez (athlete);https://en.wikipedia.org/wiki/Manuel_Martínez_(athlete);Q555905;25.894736842105264;strong_title|name_similarity:0.79
Nan Hanchen;CHN;President / Governor;Nan Hanchen;https://en.wikipedia.org/wiki/Nan_Hanchen;Q4208360;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Cao Juru;CHN;President / Governor;Cao Juru;https://en.wikipedia.org/wiki/Cao_Juru;Q4208034;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Li Baohua;CHN;President / Governor;Li Baohua;https://en.wikipedia.org/wiki/Li_Baohua;Q4207972;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Chen Xiyu;CHN;President / Governor;Chen Xiyu;https://en.wikipedia.org/wiki/Chen_Xiyu;Q4251574;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Hu Lijiao;CHN;President / Governor;Hu Lijiao;https://en.wikipedia.org/wiki/Hu_Lijiao;Q4208000;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Chen Muhua;CHN;President / Governor;Chen Muhua;https://en.wikipedia.org/wiki/Chen_Muhua;Q701442;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Lu Peijian;CHN;President / Governor;Lü Peijian;https://en.wikipedia.org/wiki/Lü_Peijian;Q4251596;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Lu Peijian;CHN;President / Governor;Lü Peijian;https://en.wikipedia.org/wiki/Lü_Peijian;Q4251596;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Zhu Rongji;CHN;President / Governor;Zhu Rongji;https://en.wikipedia.org/wiki/Zhu_Rongji;Q18285;39.0;exact_title|name_similarity:1.00|country_hint
Li Guixian;CHN;President / Governor;Li Guixian;https://en.wikipedia.org/wiki/Li_Guixian;Q710930;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Dai Xianglong;CHN;President / Governor;Dai Xianglong;https://en.wikipedia.org/wiki/Dai_Xianglong;Q834484;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Chen Yuan;CHN;Vice-president / Deputy-governor;Chen Yuan;https://en.wikipedia.org/wiki/Chen_Yuan;Q82260;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Wu Xiaoling;CHN;Vice-president / Deputy-governor;Wu Xiaoling;https://en.wikipedia.org/wiki/Wu_Xiaoling;Q9063789;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Wu Xiaoling;CHN;Board member;Wu Xiaoling;https://en.wikipedia.org/wiki/Wu_Xiaoling;Q9063789;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Wu Xiaoling;CHN;Board member;Wu Xiaoling;https://en.wikipedia.org/wiki/Wu_Xiaoling;Q9063789;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Zhou Xiaochuan;CHN;President / Governor;Zhou Xiaochuan;https://en.wikipedia.org/wiki/Zhou_Xiaochuan;Q198026;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Su Ning;CHN;Board member;Su Ning;https://en.wikipedia.org/wiki/Su_Ning;Q7630360;39.0;exact_title|name_similarity:1.00|country_hint
Li Ruogu;CHN;Board member;Li Ruogu;https://en.wikipedia.org/wiki/Li_Ruogu;Q1822593;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Li Ruogu;CHN;Vice-president / Deputy-governor;Li Ruogu;https://en.wikipedia.org/wiki/Li_Ruogu;Q1822593;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Guo Shuqing;CHN;Board member;Guo Shuqing;https://en.wikipedia.org/wiki/Guo_Shuqing;Q5619614;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Xiang Junbo;CHN;Vice-president / Deputy-governor;Xiang Junbo;https://en.wikipedia.org/wiki/Xiang_Junbo;Q8044137;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Hu Xiaolian;CHN;Board member;Hu Xiaolian;https://en.wikipedia.org/wiki/Hu_Xiaolian;Q5924778;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Hu Xiaolian;CHN;Vice-president / Deputy-governor;Hu Xiaolian;https://en.wikipedia.org/wiki/Hu_Xiaolian;Q5924778;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Yi Gang;CHN;President / Governor;Yi Gang;https://en.wikipedia.org/wiki/Yi_Gang;Q4743711;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Liu Guoqiang;CHN;Board member;Liu Guoqiang;https://en.wikipedia.org/wiki/Liu_Guoqiang;Q8989806;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Liu Shiyu;CHN;Board member;Liu Shiyu;https://en.wikipedia.org/wiki/Liu_Shiyu;Q6653716;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Liu Shiyu;CHN;Vice-president / Deputy-governor;Liu Shiyu;https://en.wikipedia.org/wiki/Liu_Shiyu;Q6653716;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Pan Gongsheng;CHN;Vice-president / Deputy-governor;Pan Gongsheng;https://en.wikipedia.org/wiki/Pan_Gongsheng;Q9309080;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Pan Gongsheng;CHN;President / Governor;Pan Gongsheng;https://en.wikipedia.org/wiki/Pan_Gongsheng;Q9309080;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Fan Yifei;CHN;Vice-president / Deputy-governor;Fan Yifei;https://en.wikipedia.org/wiki/Fan_Yifei;Q16075858;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Chen Yulu;CHN;Vice-president / Deputy-governor;Chen Yulu;https://en.wikipedia.org/wiki/Chen_Yulu;Q8290352;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Liu Guiping;CHN;Board member;Liu Guiping;https://en.wikipedia.org/wiki/Liu_Guiping;Q85352738;47.0;exact_title|name_similarity:1.00|econ_context|country_hint
Alassane Ouattara;CIV;President / Governor;Alassane Ouattara;https://en.wikipedia.org/wiki/Alassane_Ouattara;Q57413;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Alassane Ouattara;CIV;President / Governor;Alassane Ouattara;https://en.wikipedia.org/wiki/Alassane_Ouattara;Q57413;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
Charles Banny;CIV;President / Governor;Charles Konan Banny;https://en.wikipedia.org/wiki/Charles_Konan_Banny;Q455728;35.125;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint
Charles Banny;CIV;Board member;Charles Konan Banny;https://en.wikipedia.org/wiki/Charles_Konan_Banny;Q455728;35.125;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint
Tiemoko Kone;CIV;President / Governor;Tiémoko Meyliet Koné;https://en.wikipedia.org/wiki/Tiémoko_Meyliet_Koné;Q19392607;34.5;partial_title|name_similarity:0.75|econ_context|country_hint|role_hint
Justin Baro;CIV;President / Governor;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;35.148148148148145;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint
Justin Baro;CIV;President / Governor;Justin Damo Baro;https://en.wikipedia.org/wiki/Justin_Damo_Baro;Q3190428;35.148148148148145;partial_title|name_similarity:0.81|econ_context|country_hint|role_hint
Mama Ouattara;CIV;Board member;Mama Ouattara;https://en.wikipedia.org/wiki/Mama_Ouattara;Q3284782;35.0;exact_title|name_similarity:1.00
Mama Ouattara;CIV;Board member;Mama Ouattara;https://en.wikipedia.org/wiki/Mama_Ouattara;Q3284782;35.0;exact_title|name_similarity:1.00
Casimir Oyemba;CMR;President / Governor;Casimir Oyé-Mba;https://en.wikipedia.org/wiki/Casimir_Oyé-Mba;Q127219;22.655172413793103;name_similarity:0.97|econ_context|role_hint
Abbas Tolli;CMR;President / Governor;Abbas Tolli;https://en.wikipedia.org/wiki/Abbas_Tolli;Q55606323;48.0;exact_title|name_similarity:1.00|econ_context|role_hint
Albert Ndele;COG;President / Governor;Albert Ndele;https://en.wikipedia.org/wiki/Albert_Ndele;Q285337;52.0;exact_title|name_similarity:1.00|econ_context|country_hint|role_hint
