country,central_bank_name,PName_original,PName,first,last,Position,category_name,category_url
Brazil,Central Bank of Brazil,Gustavo Franco,Gustavo Franco,Gustavo,Franco,President,Presidents of the Central Bank of Brazil,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Brazil
Brazil,Central Bank of Brazil,Henrique Meirelles,Henrique Meirelles,Henrique,Meirelles,President,Presidents of the Central Bank of Brazil,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Brazil
Brazil,Central Bank of Brazil,Ilan Goldfajn,Ilan Goldfajn,Ilan,Goldfajn,President,Presidents of the Central Bank of Brazil,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Brazil
Brazil,Central Bank of Brazil,Pérsio Arida,Pérsio Arida,Pérsio,Arida,President,Presidents of the Central Bank of Brazil,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Brazil
Brazil,Central Bank of Brazil,Paulo César Ximenes,Paulo César Ximenes,Paulo,César Ximenes,President,Presidents of the Central Bank of Brazil,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Brazil
Brazil,Central Bank of Brazil,Pedro Malan,Pedro Malan,Pedro,Malan,President,Presidents of the Central Bank of Brazil,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Brazil
Brazil,Central Bank of Brazil,Roberto Campos Neto,Roberto Campos Neto,Roberto,Campos Neto,President,Presidents of the Central Bank of Brazil,https://en.wikipedia.org/wiki/Category:Presidents_of_the_Central_Bank_of_Brazil
Bulgaria,European Central Bank ( Bulgarian National Bank ),Dimitar Radev,Dimitar Radev,Dimitar,Radev,Governor,Governors of the Bulgarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bulgarian_National_Bank
Bulgaria,European Central Bank ( Bulgarian National Bank ),Dobri Bozhilov,Dobri Bozhilov,Dobri,Bozhilov,Governor,Governors of the Bulgarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bulgarian_National_Bank
Bulgaria,European Central Bank ( Bulgarian National Bank ),Ivan Evstratiev Geshov,Ivan Evstratiev Geshov,Ivan,Evstratiev Geshov,Governor,Governors of the Bulgarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bulgarian_National_Bank
Bulgaria,European Central Bank ( Bulgarian National Bank ),Ivan Iskrov,Ivan Iskrov,Ivan,Iskrov,Governor,Governors of the Bulgarian National Bank,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bulgarian_National_Bank
Burundi,Bank of the Republic of Burundi,Gabriel Ntisezerana,Gabriel Ntisezerana,Gabriel,Ntisezerana,Governor,Governors of the Bank of the Republic of Burundi,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_the_Republic_of_Burundi
Burundi,Bank of the Republic of Burundi,Mathias Sinamenye,Mathias Sinamenye,Mathias,Sinamenye,Governor,Governors of the Bank of the Republic of Burundi,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_the_Republic_of_Burundi
Cambodia,National Bank of Cambodia,Chea Serey,Chea Serey,Chea,Serey,Governor,Governors of the National Bank of Cambodia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Cambodia
Cambodia,National Bank of Cambodia,Son Sann,Son Sann,Son,Sann,Governor,Governors of the National Bank of Cambodia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Cambodia
Cambodia,National Bank of Cambodia,Touch Kim,Touch Kim,Touch,Kim,Governor,Governors of the National Bank of Cambodia,https://en.wikipedia.org/wiki/Category:Governors_of_the_National_Bank_of_Cambodia
Cameroon,Bank of Central African States,Abbas Tolli,Abbas Tolli,Abbas,Tolli,Governor,Governors of the Bank of Central African States,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Central_African_States
Cameroon,Bank of Central African States,Casimir Oyé-Mba,Casimir Oyé-Mba,Casimir,Oyé-Mba,Governor,Governors of the Bank of Central African States,https://en.wikipedia.org/wiki/Category:Governors_of_the_Bank_of_Central_African_States
